train_id,engine_temperature,brake_pressure,vibration,wheel_condition,engine_hours,last_service_days,maintenance_count,failure
TRN2813,68.78,101.02,1.47,92,1538,147,2,0
TRN1308,81.08,99.4,5.3,66,7466,235,3,0
TRN3229,76.42,110.43,2.47,80,6929,179,10,0
TRN4449,71.34,95.04,4.69,76,6848,129,8,0
TRN1949,65.56,93.28,3.28,96,9415,300,4,1
TRN4826,91.83,106.56,2.65,99,2776,304,1,0
TRN4846,91.75,95.88,4.35,78,2225,58,12,0
TRN5483,89.02,87.99,3.03,87,7547,343,12,0
TRN1798,87.04,95.37,5.38,77,14288,180,12,0
TRN1787,76.09,106.26,5.07,66,14633,150,11,0
TRN1533,61.66,92.34,2.68,52,5771,245,2,1
TRN3507,91.06,90.76,0.93,92,2640,189,11,0
TRN4003,94.52,77.52,2.09,60,6711,109,0,1
TRN4902,83.8,100.05,3.29,70,9500,82,9,1
TRN5625,87.8,96.1,3.65,95,8432,83,5,0
TRN4456,82.51,93.65,5.38,59,13607,23,2,0
TRN2768,75.08,87.39,3.03,88,11478,107,13,0
TRN5610,85.27,99.1,4.16,77,4878,147,3,0
TRN3881,84.14,99.82,3.45,99,12867,99,6,0
TRN1259,102.8,92.91,3.99,83,1345,27,4,1
TRN4357,94.83,96.49,3.02,78,4916,182,8,0
TRN5449,70.09,105.38,2.85,77,7994,338,3,0
TRN4065,70.41,89.43,4.47,90,13904,13,3,0
TRN5399,85.93,90.42,4.65,95,8855,195,5,0
TRN1087,89.29,96.15,4.1,91,10410,130,12,1
TRN1650,90.7,95.85,3.72,97,4721,27,12,1
TRN2164,104.25,91.56,3.77,84,1492,270,2,1
TRN3916,92.56,108.1,2.61,56,8964,30,11,0
TRN3033,63.86,96.46,4.32,61,13221,180,10,0
TRN2197,88.81,101.15,5.44,52,2770,128,10,0
TRN5433,79.15,87.8,1.53,62,7113,277,9,0
TRN5664,91.58,95.4,1.64,96,4917,173,4,0
TRN5635,77.08,108.84,4.04,57,7703,26,5,0
TRN2484,94.74,90.05,4.83,97,11345,232,3,0
TRN1836,94.64,91.62,4.3,54,1270,219,0,0
TRN5905,82.23,99.81,6.28,89,12639,293,14,0
TRN3556,88.49,89.19,5.62,84,11046,84,1,0
TRN3250,70.82,84.41,3.8,90,11551,280,2,1
TRN1088,92.69,84.97,4.13,69,5686,201,8,1
TRN2113,77.03,88.75,3.7,76,1076,87,1,0
TRN2357,71.48,97.37,3.99,81,12329,260,1,0
TRN5353,70.7,99.14,5.08,72,14959,1,12,0
TRN1841,84.08,92.37,3.23,89,12955,67,6,0
TRN1137,73.06,108.74,5.44,89,1130,141,9,0
TRN2175,68.61,89.33,2.49,100,12900,6,0,0
TRN1317,97.14,96.46,3.64,53,6267,328,3,1
TRN5131,114.18,96.7,3.2,79,2778,259,3,0
TRN2872,101.72,94.46,1.85,92,2224,203,0,0
TRN3148,81.53,98.8,3.95,75,14079,289,9,1
TRN4246,94.41,111.0,2.67,76,1075,213,3,0
TRN1319,96.68,90.68,3.8,81,10327,348,4,0
TRN1609,58.33,93.5,6.55,50,1520,173,7,0
TRN2490,99.18,91.84,3.63,68,4413,210,4,0
TRN1841,67.32,86.0,4.14,97,8400,31,6,0
TRN4694,86.71,93.21,3.52,89,7793,257,7,0
TRN2088,78.87,90.6,4.41,82,6834,253,9,0
TRN2891,96.6,96.88,4.46,74,1609,260,11,1
TRN2734,73.99,104.97,2.48,82,5337,262,6,0
TRN3498,50.56,111.47,4.87,98,1718,289,13,0
TRN1187,85.05,92.51,2.55,61,9576,49,0,0
TRN2191,70.93,111.02,7.26,92,4259,152,3,0
TRN4906,80.82,103.27,4.11,71,12806,188,8,0
TRN4574,70.59,91.98,5.74,90,1159,239,10,0
TRN4521,90.23,96.98,2.01,99,9459,153,13,0
TRN5284,83.82,100.42,4.37,85,13080,94,5,0
TRN5517,79.74,92.88,2.8,98,12580,134,1,0
TRN2304,80.26,105.68,5.37,75,8700,60,1,0
TRN5499,95.71,90.06,3.46,61,9347,66,5,0
TRN5866,84.99,85.52,5.48,62,2975,308,12,1
TRN5288,66.79,93.72,3.92,92,2964,107,0,0
TRN5232,88.47,99.08,3.66,67,2975,20,11,0
TRN5211,89.77,108.26,5.17,88,2450,65,13,0
TRN4396,92.97,97.01,4.47,58,5582,170,12,1
TRN1721,95.57,84.37,4.16,56,11957,225,11,1
TRN3232,73.2,99.64,3.28,92,6846,332,12,0
TRN4374,71.4,89.37,6.25,79,14713,226,9,0
TRN3668,89.79,107.38,5.12,53,5201,55,2,0
TRN5795,92.94,86.64,2.88,83,13133,287,4,1
TRN1587,64.45,89.57,2.45,91,5786,113,4,0
TRN5853,87.49,101.14,7.87,92,4641,17,5,0
TRN5615,74.29,97.65,2.67,80,6880,64,10,0
TRN3542,80.82,90.4,5.9,91,4141,23,8,0
TRN1766,91.0,78.89,4.12,64,13487,281,10,1
TRN2045,78.35,102.71,0.47,63,10895,257,12,1
TRN5720,79.25,103.75,4.03,75,3835,339,13,1
TRN4737,60.97,93.34,4.15,79,12396,73,7,1
TRN4447,81.42,83.06,3.32,50,9009,198,4,1
TRN1830,67.33,91.27,5.56,65,10560,338,7,0
TRN2458,87.43,87.76,3.88,67,6860,285,10,1
TRN3307,74.9,84.84,2.3,67,11945,134,9,0
TRN2291,80.06,92.0,3.06,52,7260,81,4,0
TRN5285,70.14,110.1,3.14,88,12795,295,5,0
TRN4747,88.14,92.86,2.59,83,3708,157,3,0
TRN5737,66.73,99.19,1.92,62,4049,34,3,0
TRN5895,98.33,87.93,5.67,73,13493,80,10,0
TRN2159,80.11,101.33,3.37,82,2252,308,4,1
TRN5912,68.76,93.19,4.42,69,2633,261,1,0
TRN4031,91.66,97.78,4.64,71,3701,360,12,0
TRN3933,90.18,92.74,2.98,79,1107,320,9,0
TRN1775,80.76,90.66,3.89,85,5095,113,10,0
TRN1387,71.13,92.85,4.75,87,12825,181,7,0
TRN1749,67.86,94.41,6.6,80,13483,184,12,1
TRN1442,88.84,100.44,3.07,93,8657,268,12,1
TRN2456,65.31,91.73,5.85,65,10736,182,1,0
TRN1072,73.54,103.33,3.71,76,4803,38,3,0
TRN1784,84.81,78.39,2.62,73,1196,70,11,1
TRN4353,90.0,97.52,4.32,52,4763,210,12,1
TRN2976,76.45,93.48,2.03,59,8625,229,3,0
TRN5009,94.93,93.65,0.61,60,2548,23,9,1
TRN4759,75.05,75.66,3.14,94,12934,50,12,1
TRN2817,86.89,91.39,3.13,84,7811,83,2,1
TRN1595,87.07,104.2,3.74,78,2479,229,2,0
TRN3315,105.82,109.45,2.83,71,13639,38,6,0
TRN1859,77.59,91.23,2.25,88,7616,346,14,1
TRN1155,78.74,82.91,3.66,65,8624,222,8,0
TRN2593,76.56,82.1,5.07,96,3750,221,6,0
TRN2173,77.48,88.6,4.91,65,4500,101,6,0
TRN3219,76.4,96.71,6.28,72,5660,290,5,0
TRN4942,84.69,104.1,0.93,61,10314,236,8,0
TRN1569,61.39,97.22,4.66,97,6659,328,7,0
TRN1767,98.8,75.73,4.18,85,12293,139,8,0
TRN5244,101.61,82.74,5.58,95,11889,47,1,0
TRN2391,75.65,104.21,2.21,57,14441,327,12,1
TRN3711,95.66,99.62,3.93,59,1182,175,1,0
TRN4704,85.48,100.71,4.41,90,10460,201,12,0
TRN1255,75.35,97.04,4.05,94,2801,111,9,1
TRN4433,94.46,91.34,0.02,50,14636,48,3,0
TRN4311,84.27,99.25,2.85,73,3448,219,7,0
TRN5120,75.13,89.38,3.47,99,5382,13,12,1
TRN4755,92.08,83.35,6.09,65,7501,109,10,1
TRN2474,78.6,92.93,3.51,91,12926,21,6,0
TRN5381,76.85,98.31,1.16,53,13400,25,6,0
TRN3359,99.05,91.59,7.07,90,2273,48,2,0
TRN5985,81.77,96.18,3.33,55,11377,242,11,1
TRN2872,65.51,84.15,2.65,93,1124,275,5,0
TRN3361,82.19,78.76,2.35,100,2053,311,10,0
TRN4955,97.36,102.4,3.64,52,8129,358,3,1
TRN1932,74.07,97.61,3.94,51,11000,203,10,0
TRN4525,56.36,87.65,3.32,95,8025,130,6,0
TRN4829,100.27,103.24,7.16,92,12354,155,8,1
TRN4071,85.38,102.77,3.5,83,2329,280,3,1
TRN5412,95.92,99.37,4.67,51,1634,144,12,0
TRN1091,64.45,98.98,3.2,96,14676,266,12,1
TRN4765,98.97,94.41,7.22,86,14588,257,2,0
TRN4558,101.42,102.8,2.61,71,13406,57,5,0
TRN2219,73.76,99.05,1.0,64,8345,335,4,0
TRN1278,89.53,81.72,2.96,63,13937,147,10,1
TRN3603,72.71,94.37,8.09,92,9666,193,11,1
TRN3688,105.97,83.76,6.05,91,13291,320,6,1
TRN1461,69.01,86.97,2.25,94,10330,95,9,0
TRN1211,84.89,106.74,2.81,64,13424,67,3,0
TRN3492,82.43,91.86,2.54,71,6624,361,9,1
TRN4003,76.25,98.14,3.65,81,10653,361,8,1
TRN5023,94.92,87.37,4.55,58,7521,305,3,0
TRN4672,83.79,98.39,2.89,68,5080,81,3,0
TRN2272,78.85,88.2,2.84,63,2307,308,10,0
TRN3749,51.32,105.71,6.27,50,2014,234,3,0
TRN3207,93.61,106.97,5.33,82,13602,106,3,0
TRN3410,101.29,103.87,5.12,66,3215,186,3,0
TRN4910,77.03,102.97,3.26,85,12333,354,0,0
TRN4824,95.46,92.82,5.7,81,11501,134,7,0
TRN3395,91.79,91.68,4.27,81,9361,60,7,0
TRN5409,90.64,94.22,4.94,81,10484,273,1,1
TRN2862,71.49,101.9,3.22,61,9774,88,4,0
TRN2602,93.19,107.73,4.27,61,1884,251,7,1
TRN1099,96.97,98.05,4.39,80,12092,147,6,0
TRN2855,65.17,98.59,2.79,92,8607,301,11,1
TRN1615,98.57,93.79,3.4,75,12839,145,1,1
TRN5328,70.96,77.83,3.85,51,13531,200,5,1
TRN5891,90.04,82.6,3.13,81,2453,342,10,0
TRN2953,93.11,98.86,4.96,74,7149,255,11,0
TRN4518,91.62,104.56,5.0,58,9847,183,2,0
TRN4441,71.67,95.13,5.66,62,7109,87,11,1
TRN4646,66.69,97.59,6.21,99,11839,352,7,1
TRN5468,74.63,86.24,4.53,61,14047,100,11,0
TRN3451,96.37,88.19,3.53,66,11653,270,4,1
TRN1314,77.25,105.51,-1.1,55,2132,127,0,0
TRN4114,85.37,92.08,4.1,62,6301,128,8,0
TRN4887,77.54,97.32,3.05,50,5365,226,13,0
TRN4050,87.42,97.73,3.91,88,8254,306,5,1
TRN1419,86.3,99.23,4.4,84,8254,15,7,1
TRN5154,84.58,88.76,4.04,83,10536,355,9,1
TRN5046,68.5,81.64,3.46,95,10562,335,11,1
TRN4318,80.87,84.0,5.31,67,8926,226,0,0
TRN3916,81.6,88.27,3.9,53,5601,229,6,0
TRN3355,89.39,92.06,5.18,92,11622,61,7,1
TRN5375,48.06,107.4,4.28,75,3364,122,8,0
TRN1892,96.92,85.14,4.34,95,13736,327,7,0
TRN2428,80.33,100.68,4.01,87,9347,293,12,1
TRN5011,82.65,86.26,0.21,86,5301,361,1,0
TRN5881,108.23,85.3,6.6,82,14733,213,6,0
TRN1321,70.22,117.86,4.47,86,7410,154,9,0
TRN1147,69.71,107.83,4.41,67,13185,305,6,0
TRN5168,91.02,85.46,3.14,64,9531,38,1,0
TRN2398,92.01,93.19,1.27,98,13369,163,2,0
TRN5168,71.44,92.24,4.88,74,14126,10,3,0
TRN4985,88.44,93.14,7.81,79,7091,169,14,1
TRN5570,81.41,87.5,2.73,76,9873,8,1,0
TRN3571,54.67,85.99,4.84,86,4942,347,0,0
TRN5614,102.1,81.09,5.25,63,8563,196,7,1
TRN3516,104.87,102.6,4.34,50,5148,167,5,1
TRN3097,78.5,94.7,3.35,76,3571,191,14,1
TRN1559,85.19,99.21,5.69,60,1220,333,10,0
TRN5665,69.9,120.63,2.53,64,6363,18,12,0
TRN2814,77.36,85.63,4.37,55,5795,230,11,0
TRN5440,74.85,99.48,2.01,57,9321,93,9,0
TRN1041,72.31,109.26,3.92,76,3834,51,2,0
TRN3973,87.81,89.32,4.02,56,14763,113,4,0
TRN1735,79.82,89.83,2.14,89,7697,2,1,0
TRN4152,79.73,97.58,5.4,96,14525,301,0,0
TRN5201,65.44,102.3,7.08,68,3077,131,4,1
TRN4426,105.21,109.63,1.03,84,6953,46,4,0
TRN2783,105.0,88.53,4.83,54,13340,195,10,1
TRN2788,94.45,99.81,3.34,97,12971,129,14,0
TRN3547,70.36,110.38,2.64,71,8539,74,8,0
TRN1727,80.48,81.82,4.89,79,12979,231,2,0
TRN3084,109.93,106.74,5.17,56,8928,58,0,1
TRN5273,90.61,89.94,6.42,56,9083,221,7,0
TRN5015,72.76,96.07,5.65,62,2508,101,10,0
TRN1889,58.77,103.34,1.11,65,8363,252,3,0
TRN1503,62.08,80.26,3.83,75,11376,249,11,0
TRN2905,84.16,92.92,5.26,75,4114,14,12,0
TRN2794,72.52,95.79,1.89,91,14076,203,1,0
TRN1424,75.85,93.8,3.68,72,11003,350,8,0
TRN5800,73.01,84.89,3.59,58,5782,276,8,0
TRN2120,61.27,99.6,4.62,83,4478,56,6,0
TRN1215,79.92,84.21,4.23,76,7758,219,6,0
TRN5423,78.61,84.62,3.0,93,3111,198,4,0
TRN2010,101.3,108.18,3.97,62,6989,90,13,0
TRN4719,114.17,91.5,4.21,97,13764,251,14,0
TRN3265,94.68,92.98,3.54,64,14889,14,13,0
TRN2404,89.28,90.36,5.73,72,3804,239,10,0
TRN5861,85.55,99.06,4.47,80,10653,163,13,0
TRN3738,100.87,94.66,3.06,69,9850,224,1,0
TRN4940,97.73,103.9,1.01,82,7993,87,10,0
TRN2077,93.79,78.39,1.42,79,5330,350,13,0
TRN5805,96.36,99.07,5.62,95,4602,30,7,0
TRN1983,97.75,93.24,4.37,62,3985,334,3,0
TRN5936,62.42,85.63,3.86,51,14659,197,8,1
TRN5662,70.94,93.8,3.02,71,7320,109,13,0
TRN1876,97.98,92.96,5.49,51,9239,245,13,1
TRN1413,88.25,94.61,5.27,59,6356,280,1,1
TRN3785,70.17,104.61,6.5,82,5823,257,2,0
TRN4022,89.02,107.87,3.62,88,8965,363,12,1
TRN1180,85.72,91.33,3.43,89,12464,85,14,0
TRN1148,92.07,85.08,5.03,76,10530,215,3,0
TRN2551,95.89,105.38,4.28,71,1138,75,6,0
TRN4328,85.6,94.8,3.98,83,4249,47,7,0
TRN1926,79.41,92.48,3.21,52,14818,25,1,0
TRN2097,67.12,103.68,5.1,56,14653,318,12,0
TRN5365,82.75,101.95,1.14,66,8056,255,8,1
TRN1781,85.29,108.88,6.17,54,13732,23,12,1
TRN5677,73.51,98.56,5.51,92,1269,32,3,0
TRN5274,91.27,108.57,5.95,75,13909,139,2,0
TRN5051,93.13,103.44,3.26,81,14119,344,8,0
TRN2068,60.93,90.51,5.27,64,10409,114,1,0
TRN3255,89.97,88.56,6.34,61,13992,32,14,1
TRN1769,65.28,100.37,4.6,52,7346,280,6,0
TRN1617,90.8,88.95,2.39,61,9043,54,13,0
TRN1257,88.44,105.44,4.79,97,9459,147,0,1
TRN5608,101.02,94.29,5.6,70,8411,103,2,0
TRN5703,106.15,98.89,3.61,100,5532,226,11,0
TRN1080,83.21,85.85,3.72,81,9954,114,4,0
TRN1143,71.77,101.38,3.79,76,2784,225,13,0
TRN5904,72.08,97.32,5.28,97,3502,354,6,1
TRN1295,90.13,98.21,3.24,87,2470,169,1,0
TRN2237,84.05,84.66,2.97,62,6549,97,9,1
TRN1292,95.26,107.38,4.3,71,5686,260,8,1
TRN4568,72.93,91.95,3.5,75,5610,353,0,0
TRN5620,88.59,90.7,4.16,55,1957,121,7,0
TRN2919,122.51,82.1,4.09,67,14256,70,1,0
TRN4600,69.19,93.98,4.55,83,14454,321,3,1
TRN5828,97.57,107.21,3.3,68,13599,88,2,0
TRN3508,72.45,79.98,5.31,62,2354,75,8,0
TRN1125,67.28,88.57,3.11,95,1204,195,11,0
TRN1276,60.77,88.91,2.7,56,1302,313,2,0
TRN5588,70.7,90.02,3.17,95,12544,259,13,1
TRN5866,89.37,100.12,4.9,90,5306,208,11,1
TRN3625,73.17,104.68,6.88,91,13088,210,14,0
TRN5949,99.69,92.13,4.21,87,7447,205,11,0
TRN3840,80.78,86.38,4.6,80,8427,358,3,0
TRN3033,81.99,96.21,7.56,100,7331,187,4,0
TRN2374,73.25,87.84,4.11,93,14495,84,5,0
TRN2098,92.4,96.43,5.48,76,10702,173,14,0
TRN3104,103.41,88.94,2.02,63,6900,288,9,1
TRN1831,74.9,101.4,4.04,68,14071,62,12,1
TRN1802,100.18,104.15,4.95,87,11234,286,14,1
TRN5920,70.86,100.0,3.71,100,3044,294,0,1
TRN4428,88.75,99.97,3.13,91,1095,319,10,0
TRN5352,99.91,84.45,2.3,82,3544,231,14,0
TRN4593,81.39,92.71,4.66,73,14648,55,13,0
TRN4455,105.01,91.18,4.85,66,4604,244,2,0
TRN1738,83.77,80.72,2.05,53,8752,38,14,0
TRN2546,83.98,90.93,2.7,89,9198,147,4,0
TRN2700,74.92,93.78,2.35,92,11065,54,12,0
TRN3422,86.53,93.13,3.37,73,1409,310,5,0
TRN5105,88.23,94.66,3.28,96,4789,334,13,0
TRN4970,82.39,94.33,4.64,81,6871,319,3,0
TRN4315,92.59,100.63,3.63,72,9707,282,4,0
TRN4738,81.85,101.11,4.26,78,9372,158,5,0
TRN3142,69.26,102.12,2.83,85,14397,303,6,1
TRN2254,81.55,97.49,4.82,53,3798,81,2,0
TRN2446,101.86,100.76,4.21,99,2793,108,4,0
TRN3765,78.84,86.75,5.07,99,9744,119,8,0
TRN2743,79.39,94.06,4.72,70,2391,172,1,0
TRN4108,89.18,87.58,5.47,75,13806,44,7,0
TRN1692,81.25,105.82,6.37,66,7899,245,4,0
TRN1670,92.76,85.24,4.64,74,8772,321,8,0
TRN4632,92.7,98.0,5.35,90,12537,242,6,0
TRN1004,78.58,89.71,5.71,67,7938,174,9,0
TRN1597,85.78,85.64,4.51,98,2663,289,11,0
TRN4969,59.31,88.11,3.04,74,2169,285,13,1
TRN4156,82.41,109.21,1.09,85,13176,357,3,0
TRN4021,74.76,92.77,4.18,52,4003,279,3,0
TRN1453,82.9,99.33,2.09,56,11800,317,7,1
TRN4871,95.12,85.63,5.01,81,11207,255,14,1
TRN1571,104.65,88.16,5.41,54,3838,183,4,0
TRN1916,86.08,98.12,5.11,53,12779,165,6,0
TRN3724,70.93,96.87,0.92,59,5842,248,10,1
TRN3669,65.64,106.88,0.46,92,12525,235,4,0
TRN2222,90.15,80.08,3.91,63,14717,48,13,1
TRN4973,78.57,85.72,1.43,75,4956,109,4,0
TRN1431,111.94,86.33,1.23,97,1317,345,4,1
TRN1706,93.46,87.85,5.1,87,10744,364,13,1
TRN4888,84.59,96.89,3.06,52,1677,245,11,1
TRN2041,104.33,103.63,2.74,76,9754,363,13,0
TRN3429,80.04,92.97,5.54,62,3843,144,0,0
TRN3058,92.77,99.96,2.67,74,9614,36,10,0
TRN5110,72.28,109.07,4.13,82,11913,250,9,0
TRN4995,74.21,84.86,4.49,71,14581,129,7,0
TRN4613,83.87,88.27,2.2,55,5530,236,13,1
TRN3108,89.65,87.42,2.34,59,9574,273,5,0
TRN1041,85.22,85.03,2.11,81,13271,43,10,0
TRN1554,80.56,106.54,2.91,64,5354,137,12,1
TRN1447,86.31,92.95,2.15,88,7790,173,13,0
TRN2088,82.2,85.9,5.07,69,12433,324,13,1
TRN5383,88.4,84.38,2.41,80,3191,291,5,0
TRN2716,76.36,90.12,4.51,88,7649,217,9,0
TRN4122,71.05,94.94,4.91,83,9657,31,11,0
TRN4950,73.94,121.95,3.71,70,14311,241,2,0
TRN3633,77.68,92.35,4.05,92,4918,362,9,0
TRN3009,96.03,96.29,5.14,96,7864,205,12,0
TRN3848,79.56,104.16,5.71,62,4244,136,1,0
TRN1289,79.29,83.19,2.51,92,9932,139,0,1
TRN4934,89.91,78.13,4.88,55,7527,124,0,1
TRN2897,105.05,111.17,0.96,100,5750,261,4,0
TRN3097,95.89,87.63,4.67,61,9515,279,9,0
TRN5861,85.3,99.49,2.2,79,2382,173,3,0
TRN5363,71.48,99.21,3.93,75,1321,313,14,0
TRN1749,73.93,96.68,3.9,52,3067,161,11,0
TRN4270,68.31,110.32,6.5,97,9728,251,0,0
TRN5495,79.55,103.2,1.69,86,10550,282,9,0
TRN3013,82.82,105.22,4.36,89,1506,32,9,0
TRN4148,91.25,98.06,5.13,88,6990,131,2,0
TRN5400,82.67,92.85,4.15,75,8839,255,10,0
TRN1105,82.87,99.32,1.48,70,10069,77,0,0
TRN2477,123.63,99.91,4.8,66,5899,190,9,1
TRN1224,85.0,87.35,1.9,65,9544,214,14,0
TRN4328,76.62,83.28,3.9,93,9254,106,14,0
TRN5567,84.48,83.72,6.53,51,13755,343,2,1
TRN4226,100.92,99.42,5.24,77,8182,82,6,0
TRN3868,75.27,83.3,4.98,74,14250,41,6,1
TRN3563,91.27,98.53,2.9,59,5788,168,1,0
TRN5401,93.25,105.27,7.96,60,2865,285,11,1
TRN3344,76.83,96.11,3.46,86,11069,333,6,0
TRN5019,109.58,92.62,4.51,100,13030,242,11,1
TRN3460,65.87,99.99,6.18,93,1939,261,7,0
TRN3253,84.03,93.91,4.31,99,2393,88,1,0
TRN2106,95.72,95.42,3.72,69,5972,37,10,0
TRN4056,71.95,93.75,1.54,70,4431,344,14,1
TRN5279,77.99,110.0,2.78,72,6829,26,0,0
TRN2843,81.09,87.47,3.86,63,3867,357,4,1
TRN1736,77.22,101.32,4.55,63,6306,133,14,1
TRN1918,85.14,71.23,3.9,79,2720,312,8,1
TRN2352,89.11,89.78,3.47,90,4259,306,14,0
TRN5315,92.78,102.53,3.92,96,14857,271,9,1
TRN5709,85.19,82.14,3.9,90,4772,158,0,0
TRN1753,61.53,97.18,3.15,98,4807,260,14,1
TRN4413,53.01,97.46,5.46,90,11907,171,5,0
TRN1627,77.09,112.74,5.05,56,12367,195,1,1
TRN3871,87.94,100.95,3.76,97,8039,111,1,0
TRN5996,67.64,102.95,4.48,96,4550,14,11,0
TRN1827,88.43,92.99,1.33,81,2168,98,9,0
TRN2498,94.05,98.13,4.64,77,11172,108,5,0
TRN2397,87.46,95.98,5.16,73,4514,173,11,0
TRN3684,98.19,93.21,1.09,79,14276,338,8,1
TRN3314,67.43,91.73,2.04,98,4755,300,1,0
TRN3287,84.43,101.18,5.61,56,8356,291,4,0
TRN4074,121.35,96.65,2.54,84,3657,229,9,0
TRN2319,88.35,96.66,2.8,53,2889,84,2,1
TRN1723,74.6,97.77,2.33,51,14273,278,0,0
TRN2814,90.2,101.55,2.07,69,7678,310,8,1
TRN5595,98.28,107.13,2.64,74,9152,28,2,0
TRN3837,78.52,79.07,5.72,81,6882,97,14,0
TRN5370,87.92,103.24,1.78,55,1613,350,7,0
TRN4577,98.9,91.67,2.94,61,1607,27,9,1
TRN3735,87.43,91.22,4.01,78,2758,280,14,0
TRN1462,76.33,94.95,3.05,76,1848,169,8,0
TRN2456,102.37,89.56,2.9,60,14885,260,10,1
TRN4676,93.43,97.13,0.89,74,11128,191,1,0
TRN4950,81.22,98.56,4.09,59,6825,218,8,0
TRN3751,86.94,104.68,3.58,98,7234,23,14,0
TRN5211,82.17,87.83,1.13,91,14002,333,11,1
TRN4423,80.0,93.06,3.35,80,1470,317,5,0
TRN5419,94.99,87.56,2.02,61,3601,128,8,0
TRN3247,89.07,93.03,3.82,54,3599,312,4,0
TRN5166,92.69,107.03,5.6,61,12616,40,7,1
TRN5171,79.9,106.23,3.37,67,3318,112,14,0
TRN4236,87.79,107.32,5.66,70,4504,12,8,1
TRN5521,77.94,86.99,6.32,56,10966,296,3,1
TRN4428,76.62,106.0,2.14,58,9013,155,6,1
TRN2448,83.59,100.03,5.26,94,9742,345,1,0
TRN3046,111.95,113.9,5.46,75,6587,361,8,0
TRN2467,70.05,100.89,5.86,76,13113,202,3,0
TRN4813,76.45,93.03,4.2,53,9347,19,5,0
TRN1538,90.51,91.1,5.78,70,4588,318,8,1
TRN4702,90.13,105.97,4.12,75,3501,31,11,0
TRN5993,83.99,89.32,5.42,85,10707,83,7,0
TRN4083,101.61,101.5,5.87,72,2097,218,12,1
TRN1167,79.12,86.89,3.95,74,4424,50,4,0
TRN5007,76.11,92.92,4.18,55,8890,138,12,0
TRN2114,82.12,104.06,2.17,53,6575,283,6,1
TRN5871,86.41,93.22,4.99,62,7346,295,1,0
TRN1085,74.73,85.74,2.35,55,2932,145,5,0
TRN4527,69.24,102.52,7.3,83,4804,200,9,1
TRN3372,88.77,112.97,2.87,67,4525,270,3,1
TRN2100,98.2,81.69,-0.75,93,4971,328,11,0
TRN3588,115.54,91.21,5.01,52,9965,102,12,1
TRN4170,85.66,79.72,2.17,82,4474,295,5,0
TRN1649,92.26,88.86,5.04,86,7336,38,0,0
TRN3513,79.66,95.64,0.89,96,9267,23,7,0
TRN5843,80.89,97.88,6.25,85,8136,102,12,1
TRN1689,74.46,92.81,0.26,68,3324,75,5,0
TRN1858,73.6,90.32,1.58,66,3058,95,8,0
TRN1112,85.93,89.04,3.87,100,5652,70,2,0
TRN3785,89.92,96.55,1.77,74,5931,47,6,0
TRN3133,97.58,91.29,3.29,97,12567,229,8,0
TRN2195,85.42,100.51,1.12,79,1341,151,11,0
TRN2353,93.07,103.58,4.07,78,14956,214,10,0
TRN2170,69.09,100.61,3.95,77,6931,245,2,0
TRN1156,91.57,76.55,2.17,92,6226,141,8,0
TRN4835,105.51,95.51,2.9,92,6992,337,3,0
TRN4262,106.25,85.21,4.42,66,8306,58,5,0
TRN2783,78.21,96.54,3.15,85,8824,278,7,0
TRN2687,86.04,103.83,4.92,99,8998,306,9,0
TRN4471,88.07,92.08,4.65,71,9851,214,11,1
TRN2251,89.3,94.39,1.34,69,6219,76,14,1
TRN1353,57.42,95.03,5.6,94,1948,247,3,0
TRN3630,88.46,84.57,3.36,60,11715,131,13,1
TRN2693,85.07,94.41,3.72,99,14966,132,3,0
TRN5702,77.59,90.56,5.05,95,14636,81,6,0
TRN1987,101.12,97.11,3.54,57,12514,44,13,1
TRN3838,92.54,94.76,3.08,86,8395,195,3,0
TRN3547,78.53,106.92,7.06,64,14907,196,12,0
TRN1142,77.9,89.42,4.57,74,2292,120,0,0
TRN3443,85.43,102.49,3.81,90,6141,76,0,0
TRN5324,90.78,82.17,2.24,99,8371,23,0,0
TRN4958,85.44,94.26,5.04,96,4485,253,6,0
TRN3671,71.14,82.46,5.37,99,14698,76,0,1
TRN4375,93.76,97.34,6.66,58,4689,143,11,1
TRN3417,111.33,99.21,4.63,68,11711,57,12,1
TRN3759,75.16,97.99,5.61,69,4776,354,6,0
TRN4923,87.91,103.49,4.53,83,1151,292,2,0
TRN1369,87.2,97.8,3.4,58,6146,18,14,0
TRN4929,83.11,89.79,3.3,76,12158,198,14,0
TRN3638,81.02,105.23,4.62,80,14564,219,6,0
TRN4247,90.89,91.44,5.44,86,2674,203,2,0
TRN4755,87.76,100.78,2.2,58,10551,362,1,1
TRN4873,85.13,101.15,4.16,58,9967,220,2,1
TRN5353,64.55,89.89,4.24,92,7175,317,12,1
TRN3145,102.18,108.3,3.54,75,4823,296,1,1
TRN1604,83.1,106.44,5.52,53,4421,242,11,0
TRN5917,90.75,89.39,3.26,58,6152,18,13,0
TRN3956,87.39,96.15,4.43,86,1836,252,0,0
TRN2779,97.3,93.99,3.84,75,9987,321,7,0
TRN2656,96.27,95.03,2.31,73,11174,246,14,0
TRN1689,84.55,84.48,7.0,74,4316,230,9,1
TRN1461,89.19,100.2,2.08,52,3818,320,10,1
TRN4464,78.94,100.26,4.36,58,11181,20,3,1
TRN3228,85.75,99.83,5.44,61,1467,142,11,0
