date,station,train_id,hour,day_of_week,holiday,weather,special_event,passenger_count
2025-08-14,Secunderabad,TRN1644,23,3,0,Fog,0,224
2025-05-03,Kurnool,TRN1088,6,5,0,Clear,1,735
2025-03-14,Guntur,TRN4696,18,4,0,Clear,0,519
2025-04-10,Guntur,TRN2305,8,3,0,Cloudy,1,951
2025-01-28,Warangal,TRN5907,22,1,0,Fog,0,307
2025-11-12,Nellore,TRN1923,6,2,0,Cloudy,0,318
2025-03-05,Nellore,TRN2922,19,2,0,Heavy Rain,0,467
2025-12-28,Nellore,TRN1909,13,6,1,Clear,0,819
2025-11-04,Kurnool,TRN4544,11,1,0,Fog,0,369
2025-03-03,Vijayawada,TRN3129,13,0,0,Clear,0,457
2025-10-14,Nizamabad,TRN2182,10,1,0,Cloudy,0,567
2025-11-26,Hyderabad,TRN2180,17,2,0,Fog,1,866
2025-09-27,Nellore,TRN1478,3,5,0,Cloudy,0,384
2025-01-13,Visakhapatnam,TRN2715,10,0,0,Clear,0,556
2025-02-24,Tirupati,TRN5777,15,0,1,Heavy Rain,0,600
2025-03-24,Tirupati,TRN1347,20,0,0,Clear,0,590
2025-08-02,Kurnool,TRN3771,7,5,0,Clear,1,1008
2025-03-17,Secunderabad,TRN3886,3,0,0,Rain,0,314
2025-12-25,Visakhapatnam,TRN1816,0,3,0,Cloudy,0,231
2025-12-19,Guntur,TRN1449,1,4,0,Clear,0,304
2025-08-24,Secunderabad,TRN1183,9,6,0,Clear,0,731
2025-04-30,Nellore,TRN4128,15,2,0,Cloudy,0,352
2025-07-03,Nellore,TRN1053,9,3,0,Clear,0,644
2025-08-31,Secunderabad,TRN4628,10,6,0,Clear,0,596
2025-06-23,Vijayawada,TRN5492,5,0,0,Fog,0,212
2025-12-26,Warangal,TRN1115,2,4,0,Clear,0,371
2025-04-21,Nellore,TRN3727,4,0,0,Rain,0,235
2025-05-03,Guntur,TRN1962,16,5,0,Rain,0,370
2025-08-19,Kurnool,TRN3888,0,1,0,Clear,0,256
2025-04-13,Secunderabad,TRN5217,21,6,0,Cloudy,0,811
2025-01-04,Kurnool,TRN3150,16,5,0,Cloudy,0,574
2025-08-26,Tirupati,TRN2047,21,1,0,Cloudy,0,528
2025-07-11,Kurnool,TRN1762,0,4,1,Clear,0,560
2025-03-18,Visakhapatnam,TRN2789,15,1,0,Clear,0,380
2025-05-09,Secunderabad,TRN5749,5,4,1,Clear,0,470
2025-10-13,Hyderabad,TRN3157,11,0,0,Fog,0,315
2025-02-20,Vijayawada,TRN5309,12,3,0,Rain,0,478
2025-04-20,Nizamabad,TRN5919,16,6,0,Cloudy,0,683
2025-11-26,Secunderabad,TRN1785,8,2,0,Clear,0,638
2025-02-25,Warangal,TRN1030,12,1,0,Cloudy,0,482
2025-08-16,Nizamabad,TRN1694,1,5,0,Rain,0,355
2025-07-28,Secunderabad,TRN5899,6,0,0,Clear,0,367
2025-01-23,Visakhapatnam,TRN1735,5,3,0,Clear,0,246
2025-07-28,Kurnool,TRN3010,12,0,0,Cloudy,0,293
2025-12-07,Hyderabad,TRN5149,6,6,0,Fog,0,519
2025-01-09,Visakhapatnam,TRN4860,3,3,0,Rain,0,304
2025-06-20,Visakhapatnam,TRN2928,13,4,0,Clear,0,413
2025-01-25,Visakhapatnam,TRN2751,4,5,0,Heavy Rain,0,358
2025-10-11,Nellore,TRN4535,0,5,0,Clear,0,507
2025-01-19,Nellore,TRN3498,15,6,0,Clear,0,557
2025-07-23,Tirupati,TRN2737,13,2,0,Clear,0,356
2025-08-14,Kurnool,TRN3334,12,3,0,Cloudy,0,393
2025-11-27,Tirupati,TRN2281,22,3,1,Rain,0,521
2025-05-28,Visakhapatnam,TRN5875,18,2,0,Clear,0,635
2025-08-02,Hyderabad,TRN1212,4,5,0,Cloudy,0,376
2025-11-14,Nizamabad,TRN1902,20,4,0,Clear,0,585
2025-01-25,Kurnool,TRN4345,11,5,0,Rain,0,544
2025-06-14,Nizamabad,TRN4387,9,5,0,Cloudy,0,548
2025-09-18,Visakhapatnam,TRN5831,20,3,0,Clear,0,595
2025-10-27,Kurnool,TRN4031,14,0,0,Clear,1,726
2025-10-06,Kurnool,TRN2380,8,0,0,Cloudy,0,617
2025-07-03,Warangal,TRN3963,23,3,1,Rain,0,541
2025-04-28,Visakhapatnam,TRN2572,20,0,0,Clear,0,553
2025-03-20,Kurnool,TRN5301,17,3,0,Rain,0,542
2025-02-28,Tirupati,TRN2630,20,4,0,Clear,0,469
2025-11-01,Hyderabad,TRN1697,5,5,0,Clear,0,400
2025-03-07,Vijayawada,TRN4315,23,4,0,Cloudy,0,252
2025-10-23,Visakhapatnam,TRN2497,1,3,1,Rain,0,465
2025-11-05,Nellore,TRN1574,3,2,0,Clear,1,812
2025-11-23,Tirupati,TRN1351,6,6,1,Clear,0,596
2025-10-13,Nizamabad,TRN5521,23,0,0,Rain,0,323
2025-10-15,Kurnool,TRN2502,4,2,1,Cloudy,0,590
2025-09-30,Warangal,TRN3608,8,1,0,Clear,0,477
2025-04-22,Warangal,TRN5543,2,1,0,Clear,0,139
2025-04-02,Nizamabad,TRN1655,6,2,1,Clear,0,443
2025-03-28,Guntur,TRN1192,1,4,1,Clear,0,669
2025-03-23,Vijayawada,TRN5945,3,6,0,Clear,0,365
2025-11-26,Warangal,TRN4850,8,2,0,Cloudy,0,591
2025-10-16,Kurnool,TRN1178,4,3,0,Rain,0,270
2025-03-04,Nizamabad,TRN3048,22,1,0,Rain,0,258
2025-04-09,Vijayawada,TRN5779,14,2,0,Clear,0,458
2025-06-12,Hyderabad,TRN5466,3,3,1,Clear,0,596
2025-09-10,Warangal,TRN3170,17,2,0,Clear,0,576
2025-11-30,Vijayawada,TRN5182,8,6,0,Clear,0,670
2025-04-16,Hyderabad,TRN2563,7,2,0,Rain,0,575
2025-10-15,Vijayawada,TRN2667,0,2,0,Clear,0,428
2025-09-21,Nizamabad,TRN1892,6,6,0,Clear,0,187
2025-12-24,Nizamabad,TRN4518,18,2,0,Heavy Rain,0,570
2025-06-21,Nizamabad,TRN1047,10,5,0,Cloudy,0,778
2025-06-11,Vijayawada,TRN3799,7,2,0,Cloudy,0,674
2025-08-08,Kurnool,TRN3834,9,4,0,Heavy Rain,0,519
2025-05-05,Visakhapatnam,TRN4420,16,0,0,Rain,0,273
2025-03-24,Secunderabad,TRN4130,20,0,0,Cloudy,0,837
2025-12-06,Nizamabad,TRN2539,14,5,0,Clear,1,903
2025-01-11,Kurnool,TRN3239,3,5,1,Cloudy,0,794
2025-11-11,Vijayawada,TRN4469,3,1,0,Clear,0,267
2025-01-26,Hyderabad,TRN1766,18,6,0,Clear,0,746
2025-08-18,Guntur,TRN2347,21,0,0,Clear,0,706
2025-05-15,Hyderabad,TRN3256,13,3,0,Rain,0,313
2025-04-03,Nellore,TRN3703,16,3,0,Cloudy,0,391
2025-06-26,Secunderabad,TRN2831,15,3,1,Clear,0,697
2025-03-31,Visakhapatnam,TRN4563,18,0,0,Rain,0,561
2025-01-13,Visakhapatnam,TRN5018,2,0,0,Clear,0,232
2025-11-10,Vijayawada,TRN1711,20,0,0,Rain,0,463
2025-12-04,Tirupati,TRN1727,7,3,0,Cloudy,0,613
2025-04-24,Warangal,TRN3265,16,3,0,Cloudy,0,308
2025-04-17,Nellore,TRN2875,20,3,0,Clear,0,622
2025-04-29,Secunderabad,TRN1917,11,1,0,Clear,0,306
2025-08-12,Tirupati,TRN2082,12,1,0,Clear,0,315
2025-04-30,Tirupati,TRN5578,17,2,0,Clear,0,721
2025-11-27,Hyderabad,TRN4294,12,3,0,Heavy Rain,0,428
2025-02-26,Kurnool,TRN1336,15,2,0,Rain,0,235
2025-07-26,Nizamabad,TRN3611,13,5,0,Rain,0,399
2025-10-19,Guntur,TRN4093,16,6,0,Clear,0,500
2025-01-19,Guntur,TRN3000,2,6,0,Clear,1,718
2025-02-14,Kurnool,TRN5482,4,4,0,Fog,0,431
2025-01-19,Vijayawada,TRN2515,11,6,0,Clear,0,571
2025-08-25,Visakhapatnam,TRN2322,14,0,0,Clear,0,413
2025-06-21,Guntur,TRN5387,14,5,0,Clear,0,516
2025-05-23,Nizamabad,TRN2825,7,4,0,Cloudy,0,515
2025-09-08,Kurnool,TRN4315,10,0,0,Cloudy,0,643
2025-01-28,Guntur,TRN3562,22,1,0,Clear,0,326
2025-07-25,Guntur,TRN3817,8,4,0,Cloudy,0,537
2025-03-04,Tirupati,TRN2523,13,1,1,Fog,0,660
2025-08-18,Hyderabad,TRN1652,11,0,0,Clear,0,404
2025-10-23,Vijayawada,TRN3306,0,3,0,Rain,0,281
2025-02-08,Secunderabad,TRN2619,12,5,1,Rain,0,788
2025-04-02,Secunderabad,TRN1602,3,2,0,Cloudy,0,387
2025-08-08,Nizamabad,TRN5826,6,4,0,Cloudy,0,361
2025-05-14,Visakhapatnam,TRN5024,3,2,0,Fog,0,137
2025-09-29,Nellore,TRN5533,23,0,0,Cloudy,0,402
2025-02-27,Vijayawada,TRN1029,21,3,0,Clear,0,703
2025-09-29,Warangal,TRN1899,16,0,0,Clear,0,419
2025-06-17,Tirupati,TRN5749,11,1,0,Clear,0,494
2025-11-26,Hyderabad,TRN1015,23,2,0,Clear,0,235
2025-10-22,Nizamabad,TRN4890,8,2,0,Clear,0,534
2025-08-23,Hyderabad,TRN5483,14,5,1,Heavy Rain,0,772
2025-11-17,Warangal,TRN5945,3,0,1,Cloudy,0,629
2025-06-11,Warangal,TRN4215,18,2,0,Cloudy,0,617
2025-11-07,Vijayawada,TRN2583,15,4,0,Cloudy,0,394
2025-06-06,Guntur,TRN5618,19,4,0,Rain,0,693
2025-10-27,Guntur,TRN1143,1,0,0,Rain,0,359
2025-08-29,Guntur,TRN2563,3,4,1,Clear,0,643
2025-09-15,Hyderabad,TRN4351,11,0,0,Clear,0,416
2025-11-23,Visakhapatnam,TRN1450,14,6,0,Clear,0,566
2025-05-11,Kurnool,TRN3717,20,6,0,Rain,0,645
2025-01-11,Visakhapatnam,TRN5507,12,5,0,Rain,0,423
2025-05-05,Secunderabad,TRN4005,15,0,0,Cloudy,0,315
2025-02-26,Kurnool,TRN3235,13,2,1,Clear,0,602
2025-05-02,Warangal,TRN5482,11,4,0,Cloudy,0,421
2025-04-28,Hyderabad,TRN2956,18,0,0,Cloudy,0,646
2025-03-17,Kurnool,TRN5810,22,0,0,Clear,0,188
2025-02-24,Nellore,TRN4403,23,0,0,Rain,0,417
2025-07-13,Warangal,TRN3056,1,6,0,Clear,0,484
2025-07-19,Kurnool,TRN4395,3,5,1,Clear,0,659
2025-07-01,Hyderabad,TRN5557,13,1,0,Clear,0,309
2025-01-02,Nellore,TRN1210,23,3,0,Clear,0,345
2025-04-12,Hyderabad,TRN2766,4,5,0,Heavy Rain,0,459
2025-03-01,Tirupati,TRN4226,15,5,0,Rain,0,535
2025-07-16,Hyderabad,TRN1154,17,2,0,Heavy Rain,0,736
2025-03-20,Nizamabad,TRN2005,19,3,0,Cloudy,0,589
2025-02-01,Tirupati,TRN2552,8,5,0,Clear,0,676
2025-11-30,Hyderabad,TRN5458,1,6,0,Clear,0,466
2025-07-06,Warangal,TRN4839,16,6,0,Rain,0,552
2025-04-02,Guntur,TRN3383,21,2,0,Clear,0,657
2025-01-16,Warangal,TRN3148,16,3,0,Rain,0,340
2025-03-22,Kurnool,TRN2024,19,5,0,Rain,0,577
2025-03-27,Hyderabad,TRN4893,15,3,0,Heavy Rain,0,403
2025-10-26,Vijayawada,TRN3451,18,6,0,Clear,0,704
2025-10-19,Nellore,TRN1171,15,6,0,Clear,0,554
2025-04-22,Hyderabad,TRN1355,1,1,0,Clear,0,417
2025-02-17,Nellore,TRN4928,8,0,0,Clear,0,537
2025-01-24,Secunderabad,TRN4926,5,4,0,Clear,0,256
2025-06-22,Visakhapatnam,TRN1571,10,6,0,Cloudy,0,677
2025-07-04,Hyderabad,TRN1849,3,4,0,Clear,0,295
2025-10-28,Guntur,TRN1708,23,1,0,Fog,0,360
2025-10-10,Warangal,TRN2563,11,4,0,Clear,0,447
2025-12-25,Nellore,TRN1377,12,3,0,Clear,0,383
2025-11-24,Visakhapatnam,TRN4204,6,0,0,Clear,0,310
2025-02-06,Visakhapatnam,TRN2185,5,3,0,Rain,0,255
2025-02-04,Secunderabad,TRN5110,15,1,0,Clear,0,323
2025-10-31,Kurnool,TRN3019,18,4,0,Cloudy,0,634
2025-05-24,Vijayawada,TRN2263,13,5,1,Clear,0,758
2025-01-12,Hyderabad,TRN5271,0,6,0,Clear,0,377
2025-11-19,Guntur,TRN3944,17,2,0,Clear,0,594
2025-02-20,Guntur,TRN1328,14,3,0,Cloudy,0,255
2025-05-01,Nizamabad,TRN5893,20,3,0,Clear,0,567
2025-11-11,Nizamabad,TRN5652,19,1,0,Rain,0,552
2025-09-15,Vijayawada,TRN3127,22,0,0,Clear,0,177
2025-03-03,Tirupati,TRN1947,10,0,0,Clear,1,950
2025-02-12,Tirupati,TRN4648,7,2,0,Clear,0,649
2025-02-17,Vijayawada,TRN4872,5,0,0,Heavy Rain,0,166
2025-06-12,Nellore,TRN5646,2,3,0,Clear,1,602
2025-12-12,Visakhapatnam,TRN1684,7,4,0,Cloudy,0,597
2025-09-13,Nizamabad,TRN5783,7,5,0,Rain,0,494
2025-11-29,Nellore,TRN1526,14,5,0,Clear,0,602
2025-08-16,Secunderabad,TRN3419,23,5,0,Clear,0,388
2025-10-07,Tirupati,TRN1387,5,1,1,Clear,0,587
2025-08-19,Guntur,TRN4538,6,1,0,Cloudy,0,283
2025-09-27,Vijayawada,TRN4939,12,5,0,Clear,0,515
2025-06-06,Visakhapatnam,TRN3983,0,4,0,Clear,0,344
2025-11-08,Guntur,TRN3296,15,5,0,Cloudy,0,581
2025-05-14,Hyderabad,TRN1500,23,2,0,Rain,0,261
2025-05-05,Vijayawada,TRN5292,21,0,0,Fog,0,664
2025-09-23,Nizamabad,TRN4767,14,1,0,Clear,0,364
2025-05-23,Nellore,TRN4627,2,4,0,Clear,0,328
2025-11-17,Nizamabad,TRN1330,1,0,0,Clear,0,233
2025-06-04,Hyderabad,TRN5209,12,2,0,Rain,0,445
2025-01-18,Secunderabad,TRN1159,9,5,0,Rain,0,751
2025-08-21,Nizamabad,TRN1391,10,3,0,Clear,0,551
2025-12-16,Kurnool,TRN3488,15,1,0,Clear,0,384
2025-07-11,Visakhapatnam,TRN1415,9,4,0,Cloudy,0,495
2025-02-13,Hyderabad,TRN1261,2,3,0,Heavy Rain,0,207
2025-01-16,Tirupati,TRN5082,5,3,0,Clear,0,268
2025-12-02,Warangal,TRN1164,1,1,0,Rain,0,216
2025-01-25,Kurnool,TRN2827,14,5,0,Fog,0,595
2025-01-23,Nizamabad,TRN4295,22,3,0,Clear,0,385
2025-10-04,Visakhapatnam,TRN4607,6,5,0,Heavy Rain,1,760
2025-12-08,Warangal,TRN1300,14,0,1,Cloudy,0,711
2025-08-23,Tirupati,TRN4783,11,5,0,Clear,1,863
2025-11-09,Hyderabad,TRN2220,23,6,0,Clear,0,327
2025-01-28,Visakhapatnam,TRN3910,22,1,0,Rain,1,712
2025-06-03,Nizamabad,TRN1183,10,1,0,Clear,0,577
2025-11-07,Visakhapatnam,TRN5650,11,4,0,Clear,0,330
2025-07-25,Guntur,TRN3543,7,4,0,Clear,0,495
2025-01-17,Guntur,TRN1416,4,4,1,Clear,0,640
2025-09-24,Tirupati,TRN2764,5,2,0,Rain,0,260
2025-09-16,Nellore,TRN2399,11,1,0,Cloudy,0,454
2025-02-22,Tirupati,TRN2522,18,5,0,Clear,0,754
2025-07-25,Secunderabad,TRN3841,3,4,1,Clear,0,604
2025-09-15,Tirupati,TRN5272,20,0,0,Clear,0,758
2025-11-20,Tirupati,TRN2112,1,3,0,Cloudy,0,310
2025-11-16,Guntur,TRN5103,17,6,0,Clear,0,744
2025-06-07,Secunderabad,TRN1639,10,5,0,Rain,0,671
2025-06-02,Tirupati,TRN3672,9,0,0,Clear,1,675
2025-11-23,Nizamabad,TRN4584,21,6,0,Clear,0,650
2025-11-30,Vijayawada,TRN2398,0,6,0,Clear,0,410
2025-04-20,Nellore,TRN5268,16,6,0,Clear,0,528
2025-10-20,Kurnool,TRN4365,21,0,0,Clear,0,601
2025-11-17,Guntur,TRN2024,12,0,0,Clear,0,354
2025-07-20,Vijayawada,TRN3238,5,6,1,Clear,0,443
2025-11-25,Warangal,TRN2397,6,1,0,Rain,0,256
2025-09-18,Tirupati,TRN1431,1,3,0,Rain,1,602
2025-11-26,Hyderabad,TRN4346,23,2,0,Clear,0,274
2025-07-15,Kurnool,TRN3867,23,1,0,Clear,1,572
2025-03-17,Hyderabad,TRN3050,10,0,0,Clear,0,551
2025-11-01,Vijayawada,TRN5178,4,5,0,Rain,0,308
2025-03-11,Warangal,TRN1217,23,1,0,Fog,0,290
2025-12-04,Hyderabad,TRN5099,6,3,0,Rain,0,108
2025-09-03,Hyderabad,TRN2842,0,2,0,Rain,0,278
2025-02-15,Visakhapatnam,TRN4460,6,5,0,Cloudy,0,434
2025-05-26,Nizamabad,TRN5563,21,0,0,Cloudy,0,623
2025-03-04,Secunderabad,TRN5031,22,1,0,Clear,0,209
2025-11-24,Secunderabad,TRN4514,23,0,0,Cloudy,0,281
2025-04-12,Kurnool,TRN4497,20,5,0,Clear,0,732
2025-09-28,Visakhapatnam,TRN3276,4,6,0,Rain,0,422
2025-06-09,Hyderabad,TRN4229,16,0,0,Clear,0,391
2025-05-16,Nellore,TRN2883,3,4,0,Clear,1,640
2025-01-10,Nellore,TRN4189,19,4,0,Cloudy,0,688
2025-12-16,Kurnool,TRN3600,15,1,0,Cloudy,0,372
2025-02-26,Tirupati,TRN5267,19,2,0,Clear,1,926
2025-05-27,Hyderabad,TRN4616,22,1,0,Cloudy,0,346
2025-07-02,Kurnool,TRN5613,11,2,0,Rain,0,370
2025-06-08,Nizamabad,TRN5928,7,6,0,Heavy Rain,0,634
2025-06-21,Hyderabad,TRN5293,5,5,0,Rain,0,333
2025-03-29,Nellore,TRN1473,14,5,0,Cloudy,0,541
2025-12-29,Tirupati,TRN3879,21,0,0,Clear,0,397
2025-05-05,Vijayawada,TRN5690,2,0,0,Cloudy,0,266
2025-11-20,Kurnool,TRN1664,0,3,1,Clear,0,611
2025-04-14,Secunderabad,TRN2704,17,0,1,Clear,0,723
2025-12-29,Vijayawada,TRN1728,19,0,0,Rain,0,518
2025-11-26,Secunderabad,TRN1908,3,2,0,Clear,0,350
2025-04-22,Visakhapatnam,TRN3011,14,1,1,Clear,0,704
2025-05-03,Kurnool,TRN1550,2,5,0,Cloudy,0,477
2025-05-22,Hyderabad,TRN4198,9,3,0,Rain,0,416
2025-02-12,Kurnool,TRN5893,18,2,0,Cloudy,0,575
2025-07-16,Secunderabad,TRN3051,23,2,0,Clear,0,307
2025-08-27,Warangal,TRN5005,5,2,0,Clear,1,652
2025-06-15,Nellore,TRN3491,22,6,0,Clear,0,451
2025-07-07,Nizamabad,TRN5204,8,0,0,Cloudy,0,698
2025-03-26,Nizamabad,TRN4650,5,2,1,Cloudy,1,1040
2025-03-20,Hyderabad,TRN2266,21,3,0,Clear,0,443
2025-06-27,Nellore,TRN2567,10,4,0,Clear,0,462
2025-03-30,Tirupati,TRN5510,8,6,0,Rain,1,977
2025-10-23,Warangal,TRN3679,22,3,0,Clear,0,314
2025-08-24,Warangal,TRN5589,8,6,1,Clear,0,744
2025-12-31,Nellore,TRN1512,17,2,0,Clear,0,569
2025-05-01,Secunderabad,TRN3464,18,3,0,Clear,0,569
2025-08-19,Guntur,TRN3793,1,1,0,Heavy Rain,0,194
2025-04-26,Warangal,TRN5493,22,5,0,Heavy Rain,1,772
2025-07-14,Warangal,TRN4294,9,0,0,Cloudy,0,466
2025-08-01,Vijayawada,TRN5451,17,4,1,Clear,0,875
2025-10-23,Nellore,TRN2958,11,3,0,Rain,0,304
2025-07-23,Secunderabad,TRN1986,13,2,0,Cloudy,1,741
2025-07-08,Warangal,TRN5197,1,1,0,Clear,0,364
2025-11-05,Vijayawada,TRN4913,9,2,0,Clear,0,550
2025-06-23,Kurnool,TRN3154,4,0,0,Clear,0,331
2025-01-24,Nizamabad,TRN3159,23,4,0,Clear,0,287
2025-02-27,Vijayawada,TRN2668,11,3,0,Clear,0,473
2025-10-08,Hyderabad,TRN4512,20,2,0,Clear,0,481
2025-02-16,Visakhapatnam,TRN2880,6,6,0,Clear,0,415
2025-07-14,Guntur,TRN3043,5,0,0,Cloudy,0,363
2025-10-31,Kurnool,TRN1038,19,4,0,Cloudy,0,640
2025-06-09,Guntur,TRN5126,19,0,0,Cloudy,0,669
2025-03-30,Nellore,TRN1886,14,6,0,Clear,0,467
2025-03-29,Kurnool,TRN2149,4,5,0,Clear,0,352
2025-04-21,Hyderabad,TRN3744,9,0,0,Fog,0,661
2025-02-27,Visakhapatnam,TRN4348,1,3,0,Rain,0,200
2025-03-08,Secunderabad,TRN1163,12,5,0,Clear,0,497
2025-05-04,Tirupati,TRN2721,9,6,0,Clear,0,686
2025-03-01,Tirupati,TRN1455,1,5,0,Clear,0,447
2025-10-24,Secunderabad,TRN2242,14,4,0,Clear,0,462
2025-05-19,Tirupati,TRN3162,21,0,0,Cloudy,0,615
2025-01-28,Kurnool,TRN4794,14,1,0,Cloudy,0,380
2025-07-04,Nellore,TRN5488,17,4,0,Heavy Rain,0,646
2025-04-20,Nellore,TRN1443,16,6,0,Clear,0,531
2025-08-18,Guntur,TRN1645,10,0,0,Cloudy,0,525
2025-03-13,Hyderabad,TRN2072,1,3,0,Cloudy,0,301
2025-10-17,Vijayawada,TRN3409,2,4,0,Clear,1,579
2025-09-04,Guntur,TRN1136,6,3,0,Clear,0,284
2025-08-06,Vijayawada,TRN1285,3,2,0,Clear,0,326
2025-04-28,Visakhapatnam,TRN5602,4,0,0,Cloudy,0,304
2025-05-22,Kurnool,TRN3572,12,3,0,Heavy Rain,0,336
2025-11-24,Warangal,TRN5728,21,0,0,Fog,0,551
2025-05-15,Nizamabad,TRN2724,22,3,0,Heavy Rain,0,291
2025-01-23,Nellore,TRN4137,22,3,0,Clear,1,777
2025-01-01,Vijayawada,TRN1229,16,2,0,Clear,0,261
2025-08-05,Kurnool,TRN3908,1,1,0,Rain,1,596
2025-12-26,Visakhapatnam,TRN4092,12,4,0,Clear,0,465
2025-10-12,Nizamabad,TRN1301,5,6,0,Clear,0,241
2025-12-14,Warangal,TRN1691,6,6,0,Rain,0,477
2025-10-27,Nellore,TRN5148,22,0,0,Clear,0,308
2025-09-03,Secunderabad,TRN1714,11,2,0,Heavy Rain,0,368
2025-05-31,Tirupati,TRN4811,16,5,0,Clear,0,571
2025-06-16,Nizamabad,TRN5996,17,0,1,Fog,0,897
2025-05-14,Secunderabad,TRN5360,8,2,0,Clear,0,740
2025-12-18,Secunderabad,TRN4010,8,3,0,Clear,0,525
2025-01-12,Kurnool,TRN1233,17,6,0,Clear,0,777
2025-06-30,Nizamabad,TRN2235,12,0,0,Clear,0,408
2025-10-20,Hyderabad,TRN2885,14,0,0,Clear,1,725
2025-03-04,Nizamabad,TRN5131,13,1,0,Cloudy,0,463
2025-09-07,Tirupati,TRN2903,16,6,0,Clear,0,521
2025-05-22,Warangal,TRN1199,18,3,0,Clear,0,575
2025-03-02,Nellore,TRN3600,0,6,0,Rain,0,354
2025-05-30,Hyderabad,TRN3598,0,4,0,Cloudy,0,326
2025-12-06,Nellore,TRN4265,18,5,0,Clear,0,808
2025-01-29,Kurnool,TRN2551,4,2,0,Clear,0,261
2025-02-22,Nizamabad,TRN4996,8,5,0,Clear,0,617
2025-05-10,Secunderabad,TRN1245,7,5,0,Cloudy,0,803
2025-03-01,Tirupati,TRN1885,22,5,0,Clear,0,319
2025-07-13,Secunderabad,TRN2026,19,6,0,Clear,0,663
2025-01-08,Tirupati,TRN2909,21,2,0,Clear,0,663
2025-12-07,Nizamabad,TRN1640,7,6,0,Clear,0,612
2025-02-02,Visakhapatnam,TRN2458,18,6,0,Clear,0,804
2025-03-24,Nellore,TRN4080,19,0,0,Clear,0,549
2025-01-26,Guntur,TRN1861,3,6,0,Clear,0,515
2025-04-27,Warangal,TRN3020,19,6,0,Clear,0,716
2025-01-26,Nellore,TRN4310,23,6,0,Cloudy,0,342
2025-12-28,Vijayawada,TRN1182,6,6,0,Clear,0,484
2025-08-24,Kurnool,TRN4604,16,6,0,Clear,0,509
2025-08-05,Vijayawada,TRN2657,7,1,0,Clear,0,399
2025-07-19,Tirupati,TRN1382,6,5,0,Cloudy,1,903
2025-03-21,Kurnool,TRN4803,15,4,0,Clear,0,517
2025-06-28,Hyderabad,TRN5810,1,5,0,Cloudy,0,393
2025-12-18,Secunderabad,TRN4804,20,3,1,Cloudy,0,850
2025-08-20,Visakhapatnam,TRN2950,7,2,0,Clear,0,520
2025-06-03,Nellore,TRN5744,3,1,0,Rain,0,152
2025-08-06,Vijayawada,TRN4849,10,2,0,Clear,0,425
2025-06-26,Tirupati,TRN5480,0,3,0,Rain,0,236
2025-06-11,Guntur,TRN5461,13,2,0,Clear,0,362
2025-08-12,Nellore,TRN4677,0,1,0,Clear,0,312
2025-05-13,Warangal,TRN3625,17,1,0,Clear,0,655
2025-09-12,Secunderabad,TRN2808,7,4,0,Clear,0,600
2025-08-27,Tirupati,TRN4547,2,2,1,Clear,0,568
2025-07-09,Visakhapatnam,TRN2127,23,2,1,Cloudy,0,519
2025-04-08,Vijayawada,TRN5574,18,1,1,Clear,0,828
2025-05-06,Kurnool,TRN4776,7,1,0,Clear,0,492
2025-12-09,Tirupati,TRN4008,13,1,0,Clear,0,407
2025-09-27,Guntur,TRN1035,9,5,0,Clear,0,840
2025-02-23,Nellore,TRN4341,23,6,0,Rain,0,366
2025-03-01,Hyderabad,TRN3327,11,5,0,Clear,0,546
2025-11-26,Vijayawada,TRN2717,10,2,0,Heavy Rain,0,475
2025-08-15,Secunderabad,TRN3441,23,4,1,Clear,0,552
2025-05-19,Guntur,TRN5513,12,0,0,Cloudy,0,403
2025-11-03,Tirupati,TRN2444,17,0,0,Clear,0,462
2025-08-12,Guntur,TRN5988,1,1,0,Clear,0,315
2025-01-24,Nizamabad,TRN5643,7,4,0,Cloudy,0,513
2025-02-09,Nizamabad,TRN4902,22,6,0,Clear,0,310
2025-04-14,Vijayawada,TRN1769,12,0,0,Fog,0,307
2025-08-12,Warangal,TRN4473,15,1,0,Clear,0,350
2025-06-30,Tirupati,TRN1679,4,0,0,Clear,0,303
2025-05-27,Nizamabad,TRN2581,2,1,0,Cloudy,0,276
2025-10-28,Hyderabad,TRN2956,6,1,0,Rain,0,267
2025-02-18,Nizamabad,TRN5607,8,1,1,Clear,0,709
2025-12-09,Secunderabad,TRN1317,2,1,0,Heavy Rain,0,349
2025-10-07,Visakhapatnam,TRN4053,0,1,0,Clear,0,240
2025-06-07,Vijayawada,TRN2310,22,5,0,Rain,0,250
2025-11-21,Nizamabad,TRN5161,5,4,1,Rain,0,579
2025-06-29,Nellore,TRN1021,18,6,0,Rain,0,749
2025-02-21,Hyderabad,TRN1796,20,4,0,Clear,0,566
2025-03-04,Vijayawada,TRN3033,22,1,0,Cloudy,1,663
2025-03-04,Vijayawada,TRN2273,6,1,0,Clear,0,262
2025-07-12,Kurnool,TRN2118,17,5,0,Clear,0,772
2025-12-31,Guntur,TRN1576,19,2,0,Clear,0,668
2025-01-30,Tirupati,TRN1937,17,3,0,Cloudy,0,602
2025-06-04,Visakhapatnam,TRN2959,0,2,0,Cloudy,1,557
2025-01-13,Guntur,TRN4539,9,0,0,Cloudy,0,667
2025-09-01,Visakhapatnam,TRN4779,21,0,1,Clear,1,1137
2025-08-19,Tirupati,TRN2052,14,1,0,Cloudy,1,738
