train_id,train_name,source,destination,distance_km,scheduled_departure,weather,temperature,rainfall,station_delay,previous_delay,delay_minutes
1310,0,0,3,552,18,0,39,5.4,5.37,5.16,21.23
1311,6,0,3,153,6,0,31,53.92,14.2,2.07,16.65
1312,4,1,4,311,2,4,24,29.98,7.94,0.0,17.89
1313,0,0,3,288,20,0,20,7.98,5.36,3.86,20.88
1314,9,5,5,382,1,1,39,73.92,0.99,16.54,19.24
1315,8,1,4,666,23,0,36,17.28,2.36,13.89,19.85
1316,4,0,3,339,9,4,39,30.37,4.09,14.44,31.68
1317,5,1,6,297,14,1,35,34.47,6.1,0.13,6.71
1318,3,2,1,507,1,3,26,33.83,5.5,8.73,27.66
1319,2,1,6,614,9,0,32,71.52,8.99,6.98,24.82
1320,7,2,1,673,20,0,18,78.85,2.0,5.9,17.1
1321,4,1,6,110,12,1,22,67.67,0.0,9.36,4.61
1322,2,1,4,603,8,3,28,68.39,1.74,0.0,24.93
1323,7,3,0,367,9,0,25,62.66,5.75,0.0,15.69
1324,1,2,1,344,7,1,19,66.45,0.0,1.79,7.58
1325,9,1,4,553,19,4,18,49.99,0.0,6.36,19.48
1326,6,1,4,683,0,4,21,76.68,8.46,0.08,23.01
1327,0,2,1,271,11,1,34,0.3,6.86,9.88,8.8
1328,9,1,6,198,0,0,35,79.9,3.93,10.5,15.81
1329,0,4,2,188,4,0,23,66.58,6.49,24.14,13.96
1330,5,3,0,346,23,2,35,5.04,3.89,7.7,16.22
1331,8,5,5,145,11,1,40,12.29,0.0,0.52,5.1
1332,9,2,1,308,22,0,37,70.15,2.71,14.37,9.85
1333,6,3,0,210,14,3,41,51.48,2.84,5.57,27.92
1334,5,3,0,80,18,0,29,48.43,9.1,16.18,18.38
1335,7,3,0,376,14,0,25,7.07,0.11,9.88,8.83
1336,6,0,3,355,15,0,40,40.54,6.12,16.14,16.87
1337,6,5,5,647,22,3,37,50.13,0.0,8.34,30.12
1338,4,0,3,191,4,1,39,74.96,4.29,0.0,7.15
1339,5,1,6,328,20,0,28,34.61,4.37,10.23,17.66
1340,4,2,1,83,0,0,32,37.16,3.8,11.65,6.35
1341,2,1,4,409,15,0,21,46.41,0.4,16.76,14.86
1342,1,0,3,262,4,1,23,20.54,5.9,2.08,15.73
1343,1,2,1,484,18,0,37,49.05,10.52,21.74,31.39
1344,0,4,2,602,18,4,40,54.25,4.08,13.7,31.47
1345,2,1,4,501,13,1,34,39.57,8.6,8.27,11.03
1346,0,1,6,234,23,0,38,12.83,4.15,2.82,8.41
1347,8,1,6,487,12,4,25,39.17,2.49,2.53,14.54
1348,6,5,5,161,6,1,33,62.02,7.23,15.89,27.09
1349,1,0,3,121,8,1,34,47.91,0.79,5.91,13.09
1350,8,3,0,424,9,2,25,6.54,10.51,13.34,35.55
1351,3,2,1,152,21,3,26,6.31,1.03,1.12,19.29
1352,1,0,3,378,11,0,27,57.75,3.56,16.91,11.78
1353,6,0,3,687,13,0,38,13.25,10.95,12.51,18.88
1354,8,5,5,239,11,0,41,4.89,0.0,8.24,11.93
1355,4,4,2,570,21,0,28,60.68,2.18,3.25,13.96
1356,2,5,5,207,5,0,21,26.95,1.7,15.1,12.94
1357,5,3,0,242,15,0,32,16.83,8.35,13.76,16.44
1358,3,1,6,189,14,0,36,18.21,5.13,9.87,8.18
1359,1,5,5,299,18,4,33,20.71,6.43,13.76,31.71
1360,6,1,6,122,17,1,31,32.54,9.27,0.0,15.02
1361,3,1,4,642,16,1,29,44.82,4.46,9.93,19.12
1362,7,4,2,681,17,0,27,24.48,2.32,0.33,10.84
1363,7,5,5,651,18,0,41,76.07,6.73,8.43,20.8
1364,9,5,5,633,7,0,24,14.05,3.84,7.45,20.33
1365,4,4,2,307,16,1,31,69.97,4.09,3.4,6.21
1366,1,1,6,244,4,1,37,43.66,7.4,9.23,11.65
1367,4,1,4,266,2,0,23,27.43,0.0,4.18,2.12
1368,5,4,2,455,21,3,37,0.01,4.81,6.52,37.41
1369,7,5,5,341,12,0,38,48.05,9.36,0.0,12.6
1370,3,1,4,476,10,0,37,34.8,2.31,8.62,17.4
1371,8,3,0,294,23,3,39,37.83,5.49,12.42,34.07
1372,4,2,1,372,2,0,22,78.59,0.13,4.48,12.8
1373,9,3,0,632,14,0,39,1.88,0.0,2.01,6.03
1374,4,0,3,546,21,1,29,44.53,7.69,0.81,21.28
1375,5,1,4,546,8,2,36,35.98,7.25,9.2,34.05
1376,2,2,1,109,0,4,24,70.15,0.0,10.39,14.66
1377,9,2,1,652,23,2,36,11.18,2.65,5.88,25.81
1378,2,1,6,110,22,0,26,44.55,15.41,17.17,24.31
1379,6,5,5,595,7,4,32,39.08,8.06,0.0,24.68
1380,8,3,0,98,16,1,27,32.92,4.56,20.82,8.82
1381,9,0,3,594,14,0,38,70.9,0.0,18.18,20.74
1382,0,5,5,399,7,3,33,77.41,5.0,16.38,44.6
1383,3,3,0,300,14,1,22,34.11,0.0,7.24,10.58
1384,1,3,0,126,19,4,31,65.4,0.0,11.01,23.76
1385,2,3,0,507,9,1,23,22.61,8.7,2.28,28.24
1386,0,1,6,388,1,0,30,15.14,3.42,8.61,9.32
1387,9,1,6,214,14,2,27,45.58,2.11,0.0,21.03
1388,2,4,2,225,19,0,40,47.15,6.76,8.44,19.71
1389,3,3,0,656,20,0,20,23.46,1.32,7.35,13.95
1390,0,2,1,486,19,3,32,24.85,5.93,18.48,39.14
1391,0,2,1,658,19,4,41,0.81,6.13,9.85,24.51
1392,2,1,6,595,12,0,26,51.1,5.55,16.33,19.41
1393,5,5,5,186,6,1,35,19.37,4.75,0.0,6.86
1394,5,5,5,646,9,0,23,23.95,0.36,2.02,12.83
1395,6,2,1,112,3,0,37,78.07,10.28,0.0,9.19
1396,9,2,1,168,17,0,31,12.04,5.48,13.45,15.09
1397,7,0,3,443,14,0,21,46.19,3.36,0.0,6.63
1398,1,1,4,553,20,1,32,7.01,5.54,0.0,19.96
1399,9,5,5,523,17,2,32,65.36,0.0,14.92,28.99
1400,1,2,1,329,18,3,32,23.75,3.11,15.56,34.56
1401,3,1,4,486,13,0,30,69.0,3.54,6.07,11.74
1402,6,1,4,247,15,0,20,28.17,10.0,6.07,12.42
1403,5,1,4,526,5,3,24,75.75,10.28,3.34,30.87
1404,9,5,5,348,3,0,21,52.38,6.82,9.36,15.83
1405,0,2,1,310,19,0,35,31.54,1.72,16.03,9.57
1406,6,5,5,660,0,2,23,28.27,2.63,12.85,17.27
1407,3,2,1,589,14,1,19,75.55,0.0,18.59,18.43
1408,9,2,1,562,3,0,34,28.05,4.31,6.97,22.12
1409,4,1,6,324,12,1,19,44.93,8.8,10.23,25.78
1410,7,4,2,231,23,0,20,33.54,3.91,0.0,5.97
1411,2,4,2,389,21,0,23,78.92,4.69,0.0,12.06
1412,3,2,1,204,5,0,33,79.68,0.0,8.8,17.23
1413,9,2,1,297,14,3,37,17.58,6.92,13.05,31.17
1414,1,5,5,618,8,0,29,6.3,0.0,7.52,20.32
1415,2,5,5,217,17,3,41,18.73,9.17,19.32,37.43
1416,6,2,1,675,5,1,27,66.2,9.22,14.61,19.11
1417,9,3,0,470,19,0,40,27.09,10.0,1.33,18.51
1418,4,3,0,558,19,0,31,26.04,9.9,14.65,29.43
1419,7,1,6,345,11,2,35,26.15,5.37,10.54,18.34
1420,5,1,6,538,9,1,30,72.12,3.09,0.6,15.14
1421,1,3,0,444,13,4,30,32.36,0.0,1.1,8.78
1422,6,1,6,463,22,0,26,17.59,2.18,6.18,3.33
1423,3,1,4,191,14,0,21,43.28,5.35,0.0,7.77
1424,2,4,2,595,0,1,41,34.67,4.3,0.74,16.14
1425,5,1,4,168,3,0,23,39.46,9.55,0.83,6.75
1426,3,2,1,380,6,1,27,69.04,11.16,4.31,16.95
1427,5,3,0,276,1,4,23,4.43,8.26,9.52,26.94
1428,6,1,4,543,3,1,19,20.87,6.42,14.32,18.03
1429,5,4,2,508,17,0,21,71.67,7.85,16.92,28.96
1430,5,4,2,521,3,4,26,49.54,14.2,0.0,31.57
1431,6,5,5,143,9,0,29,28.85,7.63,15.06,28.28
1432,6,5,5,430,22,0,18,75.04,6.57,20.04,16.41
1433,0,5,5,91,14,0,21,54.95,10.17,24.26,15.01
1434,6,2,1,416,6,3,36,67.23,3.88,5.4,24.88
1435,2,1,6,202,4,3,36,24.98,8.34,14.95,27.64
1436,1,1,6,577,20,4,29,61.95,1.58,0.0,21.08
1437,3,3,0,432,12,0,35,23.62,0.0,4.2,11.51
1438,6,5,5,362,5,0,25,71.06,10.13,0.0,12.06
1439,4,0,3,502,10,0,32,5.25,6.79,10.71,31.39
1440,8,0,3,503,7,2,22,5.18,1.47,16.12,26.37
1441,1,1,4,683,13,1,24,30.96,2.6,0.0,11.49
1442,1,5,5,597,1,3,25,2.75,1.23,9.35,23.14
1443,7,3,0,271,18,2,31,13.39,1.38,5.29,15.54
1444,0,0,3,680,16,3,35,65.19,5.81,10.98,32.15
1445,1,5,5,145,1,2,39,25.64,0.0,10.86,14.41
1446,1,4,2,296,1,2,26,20.59,2.58,0.0,13.43
1447,5,4,2,536,6,3,21,22.56,3.54,2.17,25.15
1448,0,0,3,168,9,2,22,69.18,0.0,0.0,20.56
1449,5,1,6,259,4,0,18,68.75,7.32,6.0,9.34
1450,9,0,3,161,0,0,26,4.21,6.15,0.64,6.51
1451,5,0,3,541,21,0,29,32.37,5.39,0.0,15.28
1452,8,0,3,245,10,0,33,2.38,5.18,13.24,26.91
1453,8,1,6,209,5,1,41,70.86,5.81,18.12,15.53
1454,6,5,5,400,19,2,26,12.77,6.26,3.27,21.04
1455,5,1,6,373,0,0,23,39.33,9.92,18.56,17.07
1456,6,1,6,248,15,0,36,26.09,4.87,0.2,5.52
1457,9,4,2,395,19,0,26,11.27,6.21,9.92,24.49
1458,5,2,1,679,23,0,29,79.86,4.42,7.15,15.7
1459,8,0,3,588,15,0,22,53.92,1.39,7.23,6.37
1460,1,5,5,139,1,0,36,41.58,2.89,21.32,21.04
1461,1,4,2,358,10,0,39,48.71,10.45,5.91,32.18
1462,6,5,5,486,8,3,25,60.64,1.17,10.08,30.86
1463,7,5,5,209,10,1,19,67.49,5.61,18.33,25.28
1464,4,5,5,455,23,2,32,38.93,4.37,15.72,21.27
1465,3,3,0,340,4,0,37,5.84,15.24,6.57,25.54
1466,3,2,1,375,1,1,40,78.34,7.94,7.93,12.38
1467,3,1,6,515,17,3,34,59.85,0.51,3.18,25.19
1468,1,4,2,559,4,4,31,16.96,0.0,0.13,9.32
1469,1,1,6,126,14,0,19,52.54,7.37,9.77,18.36
1470,9,2,1,342,9,0,29,54.27,1.54,12.85,17.28
1471,7,3,0,336,10,0,35,26.25,3.45,4.81,18.59
1472,4,2,1,204,0,1,26,11.33,0.0,2.24,4.79
1473,2,0,3,214,12,1,21,71.5,9.56,2.04,11.33
1474,6,4,2,96,7,1,36,16.59,1.56,0.75,11.22
1475,9,2,1,168,4,3,38,55.47,10.92,2.14,25.07
1476,1,1,4,401,22,3,30,77.19,8.35,9.17,36.73
1477,5,2,1,413,20,0,23,9.86,4.49,1.51,13.09
1478,3,5,5,363,3,1,30,76.07,3.58,15.62,17.54
1479,2,2,1,529,13,0,40,0.59,5.65,8.5,19.73
1480,0,1,4,125,16,0,40,77.04,4.44,16.85,10.05
1481,7,2,1,623,6,0,22,55.92,6.52,20.13,11.07
1482,0,2,1,244,22,0,38,48.07,3.25,4.41,7.77
1483,1,1,6,506,4,0,41,66.63,0.0,2.31,1.24
1484,2,5,5,137,11,0,30,62.6,9.13,0.0,9.54
1485,2,0,3,80,10,0,25,76.08,8.77,0.0,12.51
1486,4,4,2,441,21,0,34,1.08,7.54,0.82,20.72
1487,0,0,3,433,15,1,40,29.73,6.9,2.83,8.48
1488,0,0,3,641,4,4,25,41.78,12.79,9.16,30.06
1489,3,4,2,640,2,1,23,64.37,4.59,10.01,17.64
1490,3,1,6,497,16,4,27,33.26,5.1,7.44,22.73
1491,0,2,1,119,10,1,21,34.35,1.04,4.58,13.0
1492,2,5,5,669,12,0,25,27.56,6.54,5.62,13.41
1493,9,4,2,206,7,4,26,59.32,6.01,0.0,17.41
1494,8,2,1,538,0,4,25,46.76,0.0,5.98,20.04
1495,2,4,2,545,2,1,19,59.53,9.36,13.01,26.96
1496,5,3,0,446,0,0,31,16.02,1.49,1.11,5.93
1497,7,2,1,126,7,0,30,6.2,6.73,0.0,17.51
1498,1,4,2,462,2,0,22,44.25,2.26,1.51,7.51
1499,7,1,6,641,22,0,18,73.3,8.55,18.11,15.52
1500,0,0,3,562,17,4,32,58.95,0.76,16.83,26.79
1501,4,2,1,617,1,4,22,14.14,1.34,15.09,29.84
1502,5,4,2,358,13,0,20,48.45,0.0,0.0,0.4
1503,0,0,3,381,9,0,18,2.08,0.0,10.64,11.94
1504,0,3,0,595,12,0,34,72.9,11.23,0.7,11.84
1505,2,3,0,606,20,4,34,11.74,6.8,6.67,29.26
1506,7,0,3,470,7,3,35,77.13,9.18,3.7,39.27
1507,6,2,1,228,23,0,32,26.42,0.0,0.98,0.0
1508,6,0,3,109,7,1,41,77.77,2.59,4.16,21.86
1509,1,4,2,480,0,0,41,44.14,3.81,2.62,8.15
1510,7,1,6,347,12,2,18,34.8,0.0,0.0,12.14
1511,5,1,6,469,22,1,20,51.32,6.27,3.93,10.82
1512,2,0,3,359,21,2,39,25.88,2.85,6.72,20.46
1513,2,2,1,574,3,1,25,20.62,10.88,0.0,17.77
1514,1,3,0,357,16,0,34,37.37,0.85,15.79,9.12
1515,3,0,3,562,5,4,23,42.99,4.32,15.99,10.94
1516,7,1,6,553,23,0,36,69.83,0.26,5.73,10.72
1517,7,2,1,578,1,3,36,56.01,7.04,0.83,34.45
1518,7,1,4,160,1,1,28,1.09,1.46,5.46,8.02
1519,4,3,0,322,8,2,32,11.26,4.08,17.02,32.43
1520,4,1,4,134,19,1,25,70.01,8.16,0.0,11.78
1521,4,0,3,355,16,0,24,4.89,0.0,17.56,10.39
1522,7,1,6,434,11,0,31,18.69,0.0,9.6,9.11
1523,3,2,1,590,13,1,21,21.32,0.52,19.35,13.08
1524,4,5,5,190,10,0,20,12.52,4.69,0.0,18.04
1525,4,1,4,162,2,1,34,0.14,0.0,1.39,6.8
1526,6,3,0,318,8,2,21,21.75,0.0,8.28,25.14
1527,3,0,3,408,2,0,21,3.22,5.52,4.84,17.66
1528,0,0,3,306,23,2,32,73.28,5.86,7.33,26.8
1529,5,0,3,640,15,0,28,66.8,3.97,3.32,3.29
1530,5,1,4,203,21,4,29,28.65,2.79,3.98,19.22
1531,8,5,5,376,16,3,36,2.22,0.0,9.49,18.2
1532,6,1,6,589,14,3,24,56.31,2.48,0.0,24.12
1533,7,1,4,129,20,0,39,9.78,0.0,0.0,0.0
1534,8,1,6,281,22,0,29,65.51,9.15,26.35,24.18
1535,1,5,5,153,23,0,37,1.77,5.74,16.24,21.1
1536,7,3,0,205,16,0,41,25.94,8.9,24.33,25.56
1537,0,1,4,542,2,2,40,36.66,8.31,7.93,24.67
1538,1,2,1,383,18,4,21,3.59,4.01,0.09,18.92
1539,6,2,1,254,21,0,36,7.55,0.48,10.11,12.88
1540,2,1,6,649,18,2,28,48.61,7.73,8.26,31.36
1541,7,2,1,582,4,4,41,13.79,2.08,4.33,20.71
1542,6,1,6,522,19,1,23,74.85,0.0,12.99,19.48
1543,0,2,1,90,8,1,26,58.85,3.86,12.54,22.1
1544,4,0,3,278,19,1,20,9.35,5.79,8.3,22.75
1545,9,1,4,653,16,1,29,42.37,0.0,16.59,16.97
1546,0,0,3,620,22,0,38,50.26,7.94,17.96,21.53
1547,5,3,0,681,20,0,29,56.55,7.51,8.4,21.45
1548,8,5,5,502,11,0,31,73.55,10.32,1.79,23.93
1549,0,0,3,577,18,0,27,27.9,2.06,14.17,18.61
1550,8,2,1,354,13,0,34,13.56,6.92,7.81,7.86
1551,6,4,2,445,17,4,39,29.11,0.0,10.55,25.73
1552,2,1,6,461,21,4,36,79.47,7.1,0.0,21.37
1553,9,5,5,614,2,2,26,3.19,2.24,4.82,22.4
1554,8,4,2,267,15,0,19,5.75,1.92,18.64,10.79
1555,4,5,5,263,20,0,20,22.56,11.12,12.18,25.73
1556,4,2,1,215,18,2,32,74.73,3.41,9.81,23.31
1557,6,0,3,402,7,2,37,1.0,0.0,1.5,27.05
1558,3,1,4,260,12,0,20,28.86,4.25,16.93,15.11
1559,9,1,6,284,0,1,30,51.61,5.07,12.19,13.85
1560,4,3,0,333,15,4,19,28.29,14.77,12.27,37.67
1561,1,1,4,369,12,1,29,20.56,8.32,7.72,6.72
1562,4,3,0,231,20,4,32,48.11,0.68,4.31,23.01
1563,0,1,4,543,15,1,23,27.33,0.52,0.21,7.19
1564,9,4,2,481,17,1,31,37.0,10.66,5.13,26.92
1565,6,1,4,444,7,4,28,38.78,0.08,5.53,20.88
1566,9,1,6,143,15,0,40,46.31,3.96,8.08,13.63
1567,1,0,3,572,14,0,29,5.33,4.79,5.87,15.45
1568,7,0,3,110,12,3,19,41.29,0.11,1.59,13.57
1569,3,0,3,294,23,1,39,41.04,6.35,11.98,14.49
1570,9,4,2,521,1,0,39,62.96,8.15,5.6,20.24
1571,2,2,1,229,22,3,30,66.89,6.65,16.23,34.98
1572,8,0,3,400,2,0,30,39.2,0.28,5.62,5.21
1573,5,0,3,331,3,1,32,13.66,6.58,4.42,19.37
1574,4,2,1,154,23,1,31,13.45,9.86,2.96,14.07
1575,7,3,0,141,6,4,32,49.98,6.85,1.52,11.91
1576,4,5,5,637,7,2,27,46.75,0.0,0.0,20.17
1577,1,1,4,489,11,0,28,4.21,11.34,0.0,18.18
1578,6,3,0,416,10,0,40,31.86,10.43,0.0,26.36
1579,0,5,5,102,1,1,35,77.55,0.72,11.22,16.06
1580,2,2,1,453,17,0,35,71.28,10.11,10.74,21.09
1581,8,2,1,452,22,2,25,47.48,4.28,6.32,10.91
1582,8,0,3,522,14,0,33,60.92,0.0,7.87,7.59
1583,1,3,0,564,18,0,30,44.18,5.3,7.06,27.14
1584,1,2,1,692,13,2,24,54.37,9.98,13.87,32.8
1585,0,1,6,593,0,2,30,43.05,6.33,0.0,19.5
1586,1,2,1,621,10,1,38,23.19,3.51,0.0,12.68
1587,2,4,2,165,15,1,39,38.86,6.94,0.0,10.62
1588,8,4,2,246,11,0,33,60.26,4.96,0.0,9.17
1589,2,3,0,640,3,0,41,38.79,6.79,5.69,18.01
1590,9,1,4,433,1,1,24,34.22,2.71,20.34,23.11
1591,6,1,6,352,15,0,33,31.59,3.12,12.83,13.06
1592,2,1,6,522,14,0,36,56.25,8.16,5.96,24.65
1593,2,3,0,310,8,3,34,22.76,5.13,0.96,32.42
1594,5,5,5,543,17,4,36,61.07,5.09,5.08,23.6
1595,4,1,4,364,19,0,27,54.9,3.74,10.47,12.22
1596,0,2,1,583,14,0,24,6.03,3.64,21.67,13.24
1597,8,3,0,475,21,0,28,52.14,5.54,0.0,17.7
1598,2,0,3,445,19,2,24,59.16,0.0,18.7,29.03
1599,1,4,2,264,12,1,39,72.58,3.51,8.48,14.81
1600,1,4,2,281,21,0,33,42.85,8.34,9.17,23.54
1601,7,3,0,225,21,4,38,29.35,4.27,7.37,28.9
1602,9,2,1,223,21,3,18,3.94,0.0,0.0,25.73
1603,0,0,3,100,20,3,32,71.12,0.0,10.54,30.71
1604,6,0,3,519,23,3,25,30.79,3.56,18.21,27.35
1605,2,0,3,190,16,0,19,51.04,0.0,5.28,7.94
1606,0,2,1,269,22,1,39,79.24,10.33,3.51,22.12
1607,2,2,1,151,0,1,20,46.4,4.08,4.18,3.6
1608,3,4,2,298,5,0,29,63.71,0.63,5.72,4.67
1609,1,0,3,678,13,1,36,53.69,6.48,6.98,17.74
1610,8,1,4,103,16,4,40,72.4,1.22,18.15,16.92
1611,9,2,1,121,3,1,28,73.31,1.22,19.82,8.78
1612,1,5,5,694,0,4,25,6.88,7.34,1.27,21.57
1613,4,0,3,506,22,1,21,62.07,2.03,19.73,16.2
1614,7,2,1,271,1,0,18,8.8,9.35,0.0,14.23
1615,9,5,5,664,16,0,24,74.65,2.8,11.88,8.87
1616,4,5,5,438,3,0,35,6.15,11.46,0.87,6.94
1617,1,3,0,481,3,4,23,35.78,2.61,21.68,28.26
1618,4,1,6,652,23,1,29,44.72,2.24,7.63,14.83
1619,5,1,6,364,1,0,40,46.64,0.0,10.97,5.77
1620,6,1,4,677,21,1,27,8.77,1.18,4.26,13.96
1621,5,3,0,589,16,1,27,37.46,4.13,5.21,17.73
1622,4,1,4,215,13,3,25,28.98,10.28,16.6,27.42
1623,6,5,5,268,11,0,31,33.46,1.5,14.89,13.3
1624,6,5,5,628,5,1,27,76.35,5.08,0.0,8.87
1625,9,2,1,132,21,1,25,58.71,8.21,2.35,17.01
1626,7,4,2,482,12,0,36,46.56,2.79,11.35,13.32
1627,4,5,5,287,15,4,40,6.33,3.16,8.55,22.62
1628,0,1,4,145,15,0,35,17.13,6.53,8.29,10.53
1629,3,2,1,460,2,4,30,16.18,3.49,22.93,26.94
1630,1,5,5,438,10,0,21,32.1,7.57,13.04,25.48
1631,9,4,2,644,13,1,41,23.42,8.56,3.7,15.27
1632,1,4,2,635,8,2,24,37.19,0.0,17.32,41.86
1633,1,1,6,311,19,2,20,30.06,9.97,0.0,37.07
1634,2,4,2,458,0,2,31,33.82,4.45,11.15,21.7
1635,2,2,1,668,0,1,31,73.89,1.41,3.83,13.74
1636,0,5,5,338,3,1,37,45.91,13.74,4.19,17.2
1637,3,1,6,235,18,0,37,48.67,2.71,17.14,15.06
1638,0,3,0,235,17,1,40,14.2,8.41,0.0,13.29
1639,9,5,5,637,0,0,40,77.94,0.0,16.87,7.8
1640,3,0,3,656,18,4,32,62.85,4.33,9.68,22.27
1641,0,0,3,296,8,0,26,12.83,11.38,0.0,24.9
1642,5,5,5,465,15,2,33,15.36,0.0,10.09,22.71
1643,0,1,4,413,23,0,24,53.52,1.44,0.0,3.33
1644,7,5,5,320,5,0,23,13.49,4.96,11.08,19.29
1645,6,3,0,216,2,0,41,37.57,7.9,9.5,12.1
1646,3,1,6,550,3,0,31,79.09,5.28,9.8,11.47
1647,3,4,2,697,11,1,23,42.56,4.62,11.86,13.31
1648,0,3,0,414,22,0,18,67.45,4.54,7.92,6.9
1649,6,3,0,196,14,1,18,67.36,3.45,13.6,14.98
1650,1,1,6,312,0,0,33,46.76,10.79,0.0,5.93
1651,8,5,5,254,19,0,27,64.18,5.98,21.72,24.46
1652,4,1,6,368,1,4,27,52.23,3.58,0.0,13.16
1653,3,1,6,325,6,0,27,70.64,6.21,15.71,11.32
1654,7,1,6,134,14,0,27,28.45,9.71,0.13,13.91
1655,1,0,3,305,11,0,21,69.16,1.2,13.61,3.71
1656,7,3,0,412,8,3,25,4.83,4.7,8.56,45.34
1657,0,5,5,453,2,0,19,16.12,6.48,7.98,15.1
1658,5,3,0,502,14,0,25,1.74,7.05,21.46,22.29
1659,4,0,3,102,14,4,40,29.3,3.3,13.46,17.55
1660,2,0,3,345,5,1,27,40.69,5.8,5.51,15.87
1661,0,0,3,641,7,0,40,57.81,5.25,13.83,27.54
1662,0,0,3,199,17,0,36,43.23,1.21,17.58,18.87
1663,8,2,1,430,12,0,34,18.79,10.51,9.06,15.54
1664,5,1,4,684,7,4,34,44.68,6.68,10.29,31.5
1665,0,0,3,192,5,1,27,29.95,1.86,24.11,12.38
1666,0,1,4,535,2,0,31,42.8,6.15,5.5,14.66
1667,3,3,0,126,6,1,26,36.51,12.36,3.74,14.65
1668,1,4,2,655,6,1,39,22.98,8.2,19.38,32.88
1669,9,4,2,344,8,4,19,19.39,4.44,5.44,20.47
1670,9,1,6,542,0,0,29,37.63,9.13,1.81,12.93
1671,3,5,5,342,13,3,31,9.7,7.35,14.23,35.08
1672,4,2,1,567,4,0,30,13.36,0.34,24.82,20.38
1673,6,5,5,533,0,0,30,8.86,7.41,1.51,10.67
1674,8,0,3,224,9,0,19,48.82,8.91,16.89,24.53
1675,0,1,4,209,15,1,36,77.33,2.45,17.07,14.99
1676,6,5,5,686,12,1,24,78.99,8.7,16.94,24.46
1677,2,2,1,281,18,1,21,74.14,6.53,16.62,23.85
1678,1,4,2,457,12,1,23,8.68,0.21,0.0,5.32
1679,1,0,3,80,22,3,33,53.06,4.71,5.32,17.27
1680,9,2,1,118,17,1,38,11.46,2.09,13.38,12.94
1681,2,2,1,595,11,0,41,24.09,8.4,7.82,13.5
1682,6,1,4,163,15,0,27,36.98,4.37,12.46,17.79
1683,0,1,4,692,23,2,25,46.93,0.61,6.23,22.36
1684,7,1,6,494,10,4,24,63.12,6.18,6.63,30.92
1685,8,3,0,602,15,1,41,9.75,1.19,6.07,11.75
1686,2,1,6,497,23,0,33,16.88,0.0,0.0,5.39
1687,8,4,2,664,14,0,31,47.67,2.86,4.28,11.28
1688,9,5,5,611,15,2,28,32.14,4.88,3.44,19.47
1689,8,0,3,361,9,4,25,30.67,11.06,25.05,37.25
1690,2,3,0,641,1,0,31,57.01,5.96,12.23,23.31
1691,2,1,4,355,2,0,41,6.9,4.38,20.75,11.09
1692,8,1,6,354,13,0,21,53.2,2.74,5.6,10.31
1693,1,3,0,598,13,1,31,59.58,0.0,2.15,8.47
1694,5,2,1,425,0,4,41,27.76,4.08,5.61,20.23
1695,6,5,5,534,14,4,26,20.04,5.37,0.0,12.61
1696,9,2,1,337,19,2,20,49.17,6.57,13.2,34.15
1697,9,5,5,341,10,0,40,11.28,0.0,5.07,12.29
1698,6,4,2,190,15,4,34,58.12,1.67,18.41,16.96
1699,0,5,5,565,21,0,29,21.86,6.81,11.74,16.05
1700,4,3,0,307,12,3,37,36.19,6.03,5.79,30.0
1701,4,4,2,490,18,1,38,37.01,5.58,0.0,22.75
1702,0,1,6,128,12,0,19,32.79,2.64,0.0,5.78
1703,7,5,5,443,13,4,34,45.1,4.26,0.0,11.02
1704,3,5,5,603,7,0,37,0.77,5.01,4.33,16.97
1705,9,4,2,561,13,0,22,2.99,2.79,16.21,14.89
1706,2,4,2,204,20,0,35,9.96,0.0,12.1,18.48
1707,1,5,5,332,16,1,24,16.35,0.0,13.33,13.34
1708,0,2,1,341,12,0,41,65.77,6.34,9.67,12.57
1709,2,4,2,687,9,0,30,3.13,4.84,13.15,23.65
1710,7,1,4,556,0,2,38,13.81,7.13,5.55,18.23
1711,7,5,5,645,17,1,35,1.96,3.11,5.0,16.74
1712,0,1,6,489,21,0,21,43.02,5.34,3.21,18.92
1713,2,0,3,436,11,1,19,30.49,10.53,12.27,23.2
1714,1,5,5,607,5,1,40,73.56,0.94,0.0,9.69
1715,9,3,0,372,22,3,34,59.61,2.46,0.0,23.65
1716,4,3,0,164,5,1,33,48.68,6.7,7.32,16.0
1717,4,1,6,208,2,3,24,72.4,5.45,4.62,24.26
1718,2,2,1,657,14,4,27,30.4,4.51,5.65,21.22
1719,0,1,4,605,12,0,23,39.16,0.0,3.38,8.73
1720,8,3,0,146,17,1,40,59.66,7.19,5.49,13.04
1721,4,0,3,555,15,1,33,77.78,4.2,0.0,8.06
1722,4,5,5,428,3,3,24,51.15,11.04,10.67,35.23
1723,6,1,4,439,0,4,38,28.32,11.46,7.61,25.12
1724,9,5,5,105,9,0,26,55.08,7.01,0.0,15.61
1725,8,3,0,612,9,0,29,19.83,5.53,12.53,26.63
1726,6,4,2,469,20,1,27,65.42,5.49,15.59,29.25
1727,0,4,2,653,19,1,24,51.64,0.86,8.39,16.36
1728,9,1,4,108,20,0,25,67.9,7.91,14.31,22.87
1729,7,0,3,391,3,4,37,74.33,12.14,2.29,19.51
1730,0,1,4,149,2,0,41,56.47,11.52,24.46,19.2
1731,4,5,5,514,16,3,31,8.93,7.68,0.03,32.2
