date,station,hour,day_of_week,holiday,train_frequency,passenger_count,entry_count,exit_count,crowd_level
139,3,10,1,1,14,1232,963,552,0
44,0,1,4,0,14,266,125,56,1
286,0,13,1,0,14,1062,432,514,2
77,5,21,2,1,3,280,218,156,2
310,5,18,4,1,14,1394,906,449,0
106,3,4,3,0,8,1212,925,287,2
30,1,16,4,0,9,1033,791,278,2
14,6,12,2,0,11,1384,858,604,2
136,7,10,5,0,3,866,550,425,2
91,4,21,2,0,11,272,110,146,2
297,8,10,5,1,14,740,412,406,0
127,9,7,3,1,14,1271,903,708,0
127,6,11,3,0,11,711,450,168,2
273,2,4,2,0,13,1034,536,244,2
124,8,17,0,0,12,719,399,248,0
152,6,2,0,0,12,1246,606,657,2
310,0,20,4,0,9,686,389,149,2
208,1,0,0,1,5,526,323,246,2
30,6,4,4,0,8,402,298,221,1
55,9,9,1,0,9,862,398,309,2
320,9,23,0,0,2,1302,593,517,2
179,0,12,6,0,5,1050,500,420,2
7,3,8,2,0,5,263,186,134,1
94,5,1,5,0,5,1001,596,390,2
240,9,13,4,0,8,667,394,325,1
215,3,19,0,0,8,610,296,359,2
54,2,5,0,0,2,1170,609,392,1
28,5,6,2,0,12,321,200,181,1
61,2,12,0,0,7,315,218,103,1
284,3,12,6,0,12,1362,805,456,0
305,7,19,6,0,9,112,62,32,2
349,9,7,1,0,13,370,239,128,2
93,4,16,4,0,9,584,350,158,1
218,3,4,3,0,11,987,753,438,2
121,5,22,4,0,13,1002,425,418,2
154,8,10,2,0,11,1291,653,667,0
268,9,6,4,0,11,571,348,210,2
95,3,23,6,0,14,1059,569,255,0
230,4,14,1,0,12,553,326,262,2
320,3,6,0,0,11,486,250,146,1
226,1,21,4,0,5,812,459,377,2
90,3,10,1,1,7,689,305,175,0
194,5,20,0,0,9,743,373,333,2
13,1,23,1,0,2,1352,1057,444,2
81,9,13,6,1,11,1416,576,363,0
35,3,2,2,0,7,1344,1062,746,2
264,0,11,0,0,14,692,278,185,2
154,8,7,2,0,2,1137,574,327,2
310,5,11,4,0,5,594,305,341,1
295,3,10,3,0,5,1126,521,653,2
363,2,16,1,0,6,549,221,191,1
258,0,19,1,0,6,946,461,345,2
323,9,4,3,0,3,884,661,454,1
97,3,20,1,0,8,634,280,161,2
266,4,3,2,0,13,359,228,108,1
319,1,17,6,0,14,987,505,520,0
269,4,20,5,0,10,140,111,76,2
62,3,10,1,0,13,329,262,138,2
318,8,3,5,0,11,715,469,410,2
35,2,14,2,0,14,316,202,64,2
198,5,6,4,0,9,604,393,268,1
3,3,7,5,0,9,928,441,194,0
44,5,23,4,1,11,905,629,499,0
198,8,14,4,0,2,504,278,261,1
316,3,19,3,0,13,851,544,500,0
150,6,5,5,0,12,1126,838,625,0
196,2,14,2,0,7,251,100,93,1
286,4,11,1,0,14,734,453,238,2
207,6,3,6,0,6,829,351,419,2
67,6,0,6,0,8,1230,504,484,2
6,5,6,1,0,10,399,260,86,1
51,3,2,4,0,5,1422,921,544,2
335,7,8,1,0,11,1190,666,273,0
247,4,21,4,0,14,1056,481,258,0
364,0,20,2,0,13,456,185,157,2
324,5,19,4,0,10,1142,854,550,0
164,6,15,5,0,13,596,447,272,2
124,9,15,0,0,4,941,692,335,1
267,2,21,3,0,2,756,589,392,2
295,4,18,3,0,8,886,604,323,2
24,1,12,5,0,6,1367,880,497,2
146,0,1,1,0,7,440,334,124,1
286,9,11,1,0,12,1213,905,512,2
144,2,17,6,1,11,1289,732,693,0
209,6,7,1,0,11,845,414,395,2
329,8,12,2,0,13,872,354,384,2
300,2,19,1,0,6,604,255,198,2
278,4,16,0,0,7,970,748,574,2
230,7,3,1,0,8,135,91,38,1
79,0,9,4,0,11,468,256,220,2
17,1,14,5,0,13,497,338,100,2
118,4,3,1,0,7,279,205,101,1
138,2,23,0,0,10,1399,903,361,2
242,6,2,6,0,10,1047,590,245,2
127,8,13,3,0,10,1345,1054,519,2
335,8,16,1,0,4,677,372,387,1
315,8,0,2,0,10,596,319,276,1
359,6,4,4,0,3,454,193,134,1
156,8,15,4,0,2,977,780,441,1
85,9,17,3,0,5,207,94,74,2
310,4,3,4,0,13,1316,568,490,2
108,3,9,5,0,11,104,63,51,2
1,1,10,3,0,5,894,421,522,2
283,8,23,5,0,10,937,396,326,2
358,7,2,3,0,7,939,563,212,2
54,8,19,0,0,12,739,526,172,0
279,2,14,1,1,3,1471,797,638,0
62,4,18,1,0,5,566,327,327,2
342,3,21,1,1,11,789,447,404,0
301,1,17,2,0,11,139,103,31,2
186,9,11,6,0,3,1231,956,655,2
152,6,20,0,0,14,1280,982,264,0
46,5,7,6,1,3,549,322,223,0
267,8,14,3,0,4,166,70,73,1
286,7,9,1,0,2,737,470,390,2
131,2,19,0,0,4,744,518,330,2
33,2,4,0,0,13,287,190,95,1
7,4,18,2,0,9,200,148,60,2
321,2,22,1,0,10,1298,949,317,2
296,1,7,4,0,10,433,181,119,2
223,2,14,1,0,3,1026,567,420,1
107,1,11,4,0,9,802,402,396,2
220,6,2,5,0,8,131,60,27,1
18,3,9,6,0,5,1240,599,678,0
297,5,1,5,0,12,388,164,146,2
281,2,0,3,0,2,1189,774,692,1
115,6,3,5,0,12,1004,456,499,2
177,3,20,4,0,11,1033,774,578,0
58,5,7,4,0,5,363,179,189,1
225,0,20,3,0,10,253,149,77,2
2,3,23,4,0,14,1404,1042,327,0
175,0,15,2,0,6,472,288,162,1
359,6,3,4,0,4,568,274,248,1
216,8,19,1,0,9,1029,647,222,0
46,5,3,6,0,6,166,129,73,1
234,9,19,5,1,3,1099,824,484,0
327,2,4,0,0,14,1499,1130,767,0
178,2,9,5,0,10,254,160,137,2
222,8,15,0,0,5,1129,494,423,2
94,4,10,5,0,12,1325,544,643,0
70,2,16,2,0,4,910,617,237,1
359,3,0,4,0,9,1263,800,502,2
71,4,1,3,0,10,799,409,285,2
77,4,5,2,0,13,767,385,456,2
36,3,6,3,0,12,653,402,133,2
145,4,12,0,0,3,1023,682,613,1
22,9,11,3,0,8,536,323,300,1
150,1,6,5,0,10,511,212,205,2
32,9,20,6,0,5,1345,922,794,0
343,4,5,2,0,2,1276,601,585,2
302,0,4,3,0,8,867,652,464,2
330,5,8,3,0,9,1124,677,535,0
171,8,13,5,0,3,1275,901,263,2
255,3,14,5,0,14,632,458,317,2
143,2,22,5,1,4,467,286,249,2
57,6,11,3,0,11,1017,537,341,2
276,3,5,5,1,7,388,263,193,2
26,4,23,0,0,12,1127,572,428,2
11,8,0,6,0,13,1100,590,286,0
230,8,9,1,0,14,439,253,124,2
316,3,13,3,1,11,274,180,96,2
63,2,4,2,0,4,600,322,231,1
58,2,13,4,0,6,394,202,200,1
327,9,9,0,0,8,292,154,89,2
316,7,12,3,0,4,857,668,314,1
11,3,17,6,0,7,1137,756,438,0
240,5,10,4,0,13,774,386,275,0
103,7,1,0,0,11,185,133,88,1
88,8,8,6,0,11,361,191,207,2
157,5,14,5,0,6,128,79,42,1
151,7,11,6,0,5,626,266,243,2
117,2,8,0,0,3,615,342,126,2
157,9,21,5,0,13,137,56,65,2
239,0,4,3,0,4,1089,814,336,2
8,5,13,3,0,9,524,348,108,1
153,8,7,1,0,13,411,174,96,2
261,1,19,4,0,6,1198,739,573,0
141,7,2,3,0,6,281,210,125,1
9,7,15,4,0,9,782,473,410,2
316,9,8,3,0,11,1364,717,514,0
161,5,21,2,0,3,693,357,222,2
189,6,2,2,0,9,963,440,352,2
204,8,11,3,0,12,128,97,44,1
167,6,18,1,0,8,845,442,189,2
327,2,8,0,1,4,1041,426,376,0
327,9,3,0,0,4,1448,832,584,2
90,6,10,1,0,9,213,153,79,2
273,9,4,2,0,2,848,496,290,1
176,9,23,3,0,13,1246,700,528,2
141,3,15,3,0,13,660,356,328,2
167,6,14,1,0,13,309,206,128,1
49,2,2,2,0,9,1413,857,404,2
212,1,2,4,0,2,336,236,176,1
182,9,9,2,0,5,751,592,233,2
224,3,21,2,0,12,1041,588,310,0
208,2,10,0,0,8,1023,456,494,2
257,3,18,0,0,2,767,489,310,2
250,5,8,0,0,6,1145,806,443,2
120,9,2,3,0,8,206,154,122,1
169,3,9,3,0,2,565,353,202,1
87,2,7,5,0,10,134,95,47,2
342,5,11,1,0,5,1400,814,808,2
148,4,14,3,0,7,674,416,394,1
118,2,23,1,0,11,371,165,192,1
229,5,18,0,0,8,797,398,276,2
60,6,15,6,0,4,892,431,462,2
190,0,7,3,0,10,203,95,61,2
13,9,11,1,0,6,941,420,539,2
8,9,8,3,0,9,1375,990,409,0
327,1,9,0,0,11,1119,656,401,0
346,9,8,5,0,4,1171,729,387,0
90,6,0,1,0,6,371,219,170,1
257,9,3,0,0,12,891,382,475,2
209,9,14,1,1,11,1115,580,637,0
17,4,2,5,0,5,1006,414,416,2
327,7,14,0,0,13,815,517,307,2
274,6,15,3,0,5,1428,590,653,2
128,2,1,4,0,9,265,124,103,1
39,0,15,6,1,9,1411,1090,624,0
170,3,8,4,0,3,1483,841,531,2
73,8,10,5,0,14,774,391,253,0
288,0,11,3,0,3,230,123,74,1
159,3,16,0,0,9,1059,549,263,2
183,0,2,3,0,10,1277,990,757,2
81,4,23,6,0,8,1046,437,286,2
325,0,5,5,0,12,221,159,83,2
0,6,15,2,0,4,520,299,145,1
313,2,8,0,0,7,627,356,175,2
355,5,19,0,0,5,190,150,91,1
163,7,8,4,0,11,430,237,135,2
242,6,3,6,0,14,1355,777,322,0
182,6,1,2,0,8,640,405,179,1
111,8,6,1,1,8,1190,678,698,0
188,4,4,1,1,10,351,277,144,2
199,1,5,5,0,5,631,266,359,2
243,7,5,0,0,4,1489,642,372,2
181,5,10,1,0,6,614,454,153,2
299,7,7,0,0,13,625,409,343,2
171,8,18,5,0,14,1368,747,552,0
278,9,15,0,0,8,372,262,205,1
82,6,12,0,0,13,415,326,248,2
341,0,12,0,0,4,1485,937,648,2
319,5,7,6,1,4,116,73,50,2
11,3,18,6,0,13,121,93,41,2
55,2,18,1,0,10,516,337,164,2
101,2,13,5,0,4,841,430,236,2
216,3,8,1,0,13,481,220,136,2
131,5,16,0,0,14,1072,537,266,2
147,6,3,2,0,5,723,355,433,1
288,5,6,3,0,14,611,258,251,2
307,2,2,1,0,11,660,332,372,2
78,5,20,3,0,10,1269,781,634,0
162,4,16,3,0,9,667,400,253,1
121,1,21,4,0,8,1423,1065,394,0
20,7,22,1,0,3,1141,642,552,1
282,9,2,4,0,5,1148,571,666,2
342,0,20,1,0,12,294,187,150,2
265,5,16,1,0,6,1028,441,231,2
311,0,21,5,0,11,1481,1152,440,0
248,7,8,5,0,3,974,429,297,2
152,8,13,0,0,14,522,239,239,2
123,9,18,6,0,8,1185,526,567,0
37,4,0,4,0,4,1245,705,480,2
285,5,5,0,0,6,458,286,187,1
213,0,21,5,0,3,385,260,159,2
362,7,10,0,1,7,339,145,156,2
16,7,17,4,1,9,166,109,49,2
270,2,4,6,0,2,651,328,321,1
248,9,10,5,0,8,192,102,82,2
190,0,4,3,0,6,616,345,201,1
134,4,9,3,0,7,872,672,252,2
185,0,5,5,0,14,480,325,179,2
319,9,3,6,0,11,1123,813,282,0
17,7,1,5,0,7,1093,613,546,2
303,6,10,4,0,7,909,523,234,2
135,3,6,4,0,11,329,197,144,1
49,3,7,2,0,4,1177,805,532,2
97,1,14,1,0,5,789,503,403,1
229,3,11,0,0,13,1260,716,738,2
206,0,9,5,0,11,1165,595,696,0
163,6,9,4,1,9,1353,860,544,0
26,3,21,0,0,12,947,395,283,0
179,0,0,6,1,14,275,178,114,0
229,1,3,0,0,10,325,147,78,1
320,4,20,0,0,5,902,367,330,2
44,8,4,4,0,6,461,340,228,1
131,7,9,0,1,14,511,234,251,0
33,9,12,0,0,2,698,388,187,1
114,2,17,4,0,2,176,81,50,1
298,9,18,6,0,11,1440,912,547,0
176,5,1,3,1,6,782,374,442,2
205,0,13,4,0,6,516,277,226,1
358,6,0,3,0,6,1084,680,454,2
166,5,1,0,0,14,1430,840,576,0
113,6,7,3,0,11,1147,565,611,0
38,7,3,5,0,11,1455,895,462,0
130,8,16,6,0,5,684,493,144,2
183,6,17,3,0,13,1297,884,656,0
285,9,21,0,0,7,476,310,210,2
284,7,18,6,0,3,120,70,55,2
344,8,0,3,0,10,792,340,313,2
289,2,8,4,0,6,789,543,185,2
98,1,14,2,0,5,133,105,77,1
51,7,11,4,0,3,996,520,368,1
114,9,13,4,0,8,1134,570,282,2
207,7,8,6,0,6,1133,867,319,0
25,5,6,6,0,6,1306,793,389,2
43,4,6,3,1,10,938,592,503,0
166,8,12,0,0,4,745,458,270,1
243,9,14,0,0,6,215,113,89,1
355,3,18,0,0,7,173,107,65,2
5,2,17,0,0,6,839,653,230,2
228,8,7,6,0,5,1098,555,546,0
330,8,19,3,0,4,585,283,125,2
162,3,1,3,0,5,807,535,287,1
271,5,11,0,0,9,704,447,346,2
7,9,15,2,0,9,945,520,388,2
116,2,21,6,0,11,235,126,125,2
264,3,10,0,0,9,1427,787,577,0
189,3,7,2,1,10,1022,488,349,0
150,0,7,5,1,10,1313,532,549,0
199,9,22,5,0,3,865,562,191,2
253,6,9,3,0,9,999,576,413,2
25,3,21,6,0,9,1378,586,705,0
193,7,22,6,0,9,1233,908,718,2
109,9,11,6,0,8,1012,441,282,2
151,1,5,6,0,11,943,570,313,2
18,9,6,6,0,5,1204,702,603,2
191,6,21,4,0,14,1088,514,373,0
245,8,23,2,0,4,1125,711,395,2
324,7,11,4,0,7,1190,534,332,2
266,0,19,2,0,13,672,536,220,0
111,1,7,1,0,6,1080,646,399,2
300,7,18,1,0,6,365,213,165,2
116,9,0,6,1,11,695,510,139,0
24,2,5,5,0,9,923,712,208,2
252,7,0,2,0,8,890,677,454,2
137,3,16,6,0,3,866,385,234,2
212,6,0,4,0,14,1276,601,353,2
273,9,8,2,1,3,620,295,309,2
139,3,5,1,0,11,868,540,452,2
291,1,0,6,0,8,1009,623,585,2
72,9,8,4,1,10,582,373,325,0
2,2,4,4,1,6,1123,574,657,2
114,0,18,4,0,8,787,519,211,2
71,1,13,3,0,11,547,231,306,2
160,2,15,1,0,4,1009,649,306,1
81,5,2,6,0,12,111,74,65,2
55,4,0,1,1,9,164,100,49,2
114,6,2,4,0,11,733,478,293,2
239,2,20,3,0,4,494,330,123,2
75,4,9,0,0,10,813,570,274,2
203,2,16,2,1,3,1472,868,387,0
356,7,21,1,0,7,730,499,429,2
304,8,18,5,0,4,580,337,265,2
78,9,22,3,0,6,292,137,79,1
303,8,22,4,0,2,625,280,258,1
169,9,5,3,0,4,719,319,407,1
45,2,7,5,0,14,1004,703,371,0
110,1,17,0,0,9,1098,562,386,0
219,1,5,4,0,13,629,349,164,2
259,9,10,2,0,8,918,385,456,2
241,4,11,5,0,13,375,206,85,2
87,7,21,5,0,7,841,601,288,0
353,1,8,5,0,10,1496,1139,758,0
271,9,10,0,0,10,449,350,188,2
181,5,8,1,0,8,1411,1055,645,0
245,7,6,2,0,13,443,279,212,2
316,2,12,3,0,9,466,339,143,1
194,1,9,0,0,12,1339,901,573,0
128,5,14,4,0,11,1211,728,469,2
168,9,18,2,0,10,997,427,402,0
220,6,14,5,0,12,707,440,331,2
35,7,23,2,1,13,1089,695,284,0
206,7,20,5,0,4,278,184,69,2
127,9,14,3,0,8,196,153,54,1
324,3,20,4,0,7,157,99,93,2
111,9,18,1,0,7,660,373,390,2
274,5,10,3,0,13,439,296,209,2
60,8,0,6,0,12,1015,687,353,2
239,1,15,3,0,12,736,547,323,2
18,1,8,6,0,3,102,67,24,1
210,0,21,2,0,14,108,62,61,2
206,6,8,5,0,8,903,484,521,0
136,4,16,5,0,6,270,209,157,1
325,3,11,5,0,5,971,663,319,2
271,9,19,0,0,7,834,505,269,2
343,1,4,2,0,7,732,305,414,1
339,3,7,5,0,4,728,542,382,2
274,4,19,3,0,12,851,576,200,0
73,8,12,5,0,14,546,435,109,2
36,5,18,3,0,3,228,148,54,1
156,0,18,4,0,9,1067,751,446,0
328,1,16,1,0,11,1394,1051,522,2
265,0,19,1,0,2,910,489,237,2
106,2,17,3,0,12,142,96,80,2
60,7,11,6,0,9,191,101,98,1
212,8,18,4,0,8,130,97,64,2
114,4,18,4,0,14,1154,678,467,0
337,5,6,3,1,4,1244,597,503,2
121,5,20,4,0,13,1184,683,463,0
56,2,12,2,0,6,694,485,338,1
156,0,4,4,0,9,319,209,167,1
29,9,22,3,0,2,549,243,179,1
5,9,9,0,0,7,492,248,269,2
212,7,10,4,1,13,1040,741,580,0
61,0,12,0,0,8,997,433,586,2
293,9,1,1,0,13,1158,875,591,2
342,1,12,1,1,13,1272,831,555,0
63,9,11,2,0,5,258,145,95,1
46,9,20,6,0,6,826,544,485,0
67,4,1,6,0,13,678,419,289,2
208,2,21,0,0,14,654,448,367,0
258,3,13,1,0,10,772,464,210,2
83,4,15,1,0,12,1341,977,284,2
283,2,7,5,0,5,1458,601,623,0
196,7,6,2,0,12,1168,835,548,2
342,5,11,1,0,5,297,185,140,1
256,3,5,6,0,5,872,556,437,2
157,1,14,5,0,5,1049,672,372,2
65,2,7,4,0,4,658,420,343,2
322,1,18,2,0,12,1202,674,282,0
322,8,10,2,0,8,1229,967,346,0
319,0,2,6,1,10,513,368,110,0
267,6,14,3,0,4,1011,606,229,1
192,0,7,5,0,10,535,285,262,2
356,0,0,1,1,5,1063,809,521,2
121,1,19,4,0,10,1123,746,646,0
160,7,19,1,0,2,1196,501,394,2
6,5,17,1,0,8,348,213,137,2
4,6,22,6,0,2,1204,643,365,2
196,6,6,2,0,10,421,196,228,1
132,5,16,1,1,2,959,740,499,2
57,1,10,3,0,3,1178,731,705,2
27,6,4,1,0,6,882,369,434,1
231,7,2,2,0,5,653,406,212,1
64,4,16,3,0,13,703,436,275,2
67,7,14,6,1,13,1409,1035,505,0
177,2,12,4,0,12,1114,572,604,2
157,9,19,5,0,7,1430,640,735,0
273,1,8,2,0,11,1368,601,359,0
354,0,0,6,0,6,1469,839,743,2
248,1,19,5,0,6,577,273,189,2
157,8,3,5,0,14,673,525,328,2
242,7,21,6,0,10,1090,858,447,0
183,5,21,3,1,11,1332,787,557,0
362,6,10,0,0,4,1093,793,583,2
287,1,15,2,0,6,1066,714,311,2
16,4,7,4,0,7,1110,866,280,2
300,9,9,1,0,8,1365,903,692,0
263,0,9,6,1,12,742,454,359,0
278,3,15,0,0,5,134,89,42,1
151,7,1,6,0,10,1421,589,602,0
345,8,23,4,0,6,187,125,107,1
157,0,6,5,0,11,322,220,137,2
229,7,23,0,0,7,456,254,218,1
184,3,23,4,0,9,1278,990,266,2
253,0,6,3,1,6,974,563,301,2
182,0,11,2,0,2,972,657,247,1
359,0,10,4,0,3,532,327,177,1
312,0,23,6,0,8,630,287,319,2
35,5,22,2,0,13,1394,939,536,0
163,4,23,4,0,11,839,493,431,2
308,5,3,2,0,6,722,497,230,1
109,7,1,6,0,12,1197,708,537,0
202,8,3,1,0,7,1127,891,304,2
272,7,16,1,0,7,512,360,284,1
115,1,16,5,0,6,1238,703,313,2
187,2,23,0,0,9,1184,510,534,2
21,8,10,2,0,13,419,221,218,2
79,1,3,4,0,14,366,195,198,2
315,2,19,2,0,7,1105,879,537,0
169,8,15,3,0,9,495,250,141,1
324,6,23,4,0,14,342,186,140,2
211,9,17,3,0,7,687,374,331,2
196,6,1,2,0,11,742,372,300,2
2,7,22,4,0,7,895,557,269,2
249,9,11,6,0,9,976,410,528,2
200,0,14,6,1,8,1263,716,485,0
17,6,0,5,0,5,1280,1011,439,2
314,4,23,1,0,13,356,213,181,1
68,4,0,0,0,7,1153,658,640,2
19,8,3,0,0,2,887,391,486,1
201,6,4,0,0,14,713,421,253,2
264,4,14,0,0,8,432,216,182,1
160,9,15,1,0,6,273,144,89,1
151,5,12,6,0,8,715,376,181,2
144,1,7,6,1,5,1480,869,315,0
233,8,21,4,0,11,1257,660,624,0
255,7,8,5,0,10,1141,749,486,0
4,1,23,6,0,2,947,407,233,2
66,4,18,5,0,9,1041,820,427,0
64,4,19,3,1,3,1191,607,412,0
177,0,17,4,0,7,467,294,204,2
84,9,23,2,1,7,377,242,111,2
317,6,12,4,0,10,742,300,383,2
4,3,18,6,0,2,1422,978,359,0
71,9,5,3,0,5,1470,1044,818,2
294,9,13,2,0,4,1427,961,686,2
2,4,4,4,0,7,711,434,328,1
188,5,20,1,0,5,644,306,350,2
275,9,11,4,0,11,723,370,396,2
138,6,5,0,0,3,1306,691,673,2
254,2,9,4,1,5,432,274,209,2
143,5,6,5,0,9,1203,821,526,2
42,0,3,2,0,7,918,583,230,2
8,2,7,3,0,14,270,188,58,2
144,7,15,6,1,11,115,61,33,2
346,3,4,5,0,9,1156,832,545,2
308,8,8,2,0,11,1476,1030,854,0
336,4,21,2,0,13,758,488,326,0
238,6,12,2,0,2,178,136,46,1
189,6,1,2,0,11,801,548,187,2
323,6,16,3,0,10,1251,851,595,2
150,3,6,5,0,5,158,71,69,1
52,1,11,5,0,11,919,579,226,2
172,6,3,6,0,10,1061,804,356,2
357,5,12,2,0,4,1295,591,338,2
14,0,5,2,0,12,1347,1003,493,2
285,5,1,0,0,12,145,58,30,1
87,5,12,5,0,8,756,582,180,2
153,3,14,1,0,13,437,222,178,2
112,2,13,2,0,4,863,385,405,1
114,9,0,4,0,3,284,160,142,1
344,0,14,3,0,14,965,401,377,2
41,6,8,1,0,8,1011,530,230,2
116,5,9,6,0,2,888,623,191,2
131,5,13,0,0,13,639,340,137,2
93,0,3,4,1,12,804,605,207,0
362,4,13,0,0,4,719,327,427,1
190,2,6,3,0,11,637,482,291,2
21,2,7,2,0,7,383,207,118,2
11,3,23,6,0,14,236,188,84,2
184,1,16,4,0,9,329,223,78,1
339,6,0,5,0,6,106,75,52,1
307,8,13,1,0,5,457,315,128,1
352,6,2,4,0,4,1252,941,396,2
3,0,10,5,0,12,1204,816,355,0
256,0,22,6,0,8,1426,804,716,0
212,2,15,4,0,4,1206,948,258,2
116,1,10,6,0,3,1048,621,220,2
220,4,2,5,0,11,232,175,56,2
116,8,9,6,0,10,592,251,172,2
7,1,8,2,0,14,1080,712,450,0
56,9,0,2,0,11,573,413,130,2
108,7,15,5,0,12,700,423,140,2
112,2,9,2,0,4,974,698,509,2
230,8,16,1,0,12,647,480,159,2
285,5,9,0,0,13,903,494,405,0
305,2,6,6,1,3,1163,752,449,0
110,2,6,0,0,12,668,332,134,2
106,7,8,3,0,3,797,618,398,2
82,4,21,0,0,5,1272,991,456,0
272,2,1,1,0,9,1238,722,563,2
163,4,11,4,1,10,694,446,408,2
200,4,19,6,0,7,518,299,175,2
92,8,14,3,1,12,269,162,135,2
186,8,0,6,0,6,1040,658,233,2
108,0,16,5,1,7,436,225,243,2
114,0,12,4,0,4,388,224,177,1
312,2,19,6,0,3,1449,1093,666,0
301,6,9,2,0,6,837,605,320,2
85,9,18,3,0,7,988,599,385,2
34,5,5,1,0,10,1166,542,445,2
349,9,16,1,0,8,1133,890,400,2
56,7,23,2,0,4,1490,906,641,2
0,8,19,2,0,13,101,76,30,2
134,3,10,3,0,13,1249,612,360,0
85,2,0,3,0,14,1265,557,520,2
358,3,11,3,0,5,1353,1055,701,2
186,1,20,6,0,8,1057,803,570,0
50,5,23,3,0,13,581,336,259,2
49,6,11,2,0,11,264,193,86,1
156,5,3,4,0,8,832,454,421,2
17,7,2,5,0,12,643,457,317,2
98,7,17,2,0,12,1283,863,604,0
255,6,4,5,0,14,559,346,143,2
200,9,6,6,0,6,946,622,271,2
222,9,4,0,0,11,1438,860,479,2
258,0,1,1,0,10,597,365,148,1
276,6,10,5,0,14,1189,709,617,0
328,8,6,1,1,8,619,249,321,2
193,3,1,6,0,10,912,464,467,2
324,5,21,4,0,8,193,88,45,2
91,5,23,2,1,6,983,693,386,2
156,9,4,4,0,5,947,664,299,1
307,9,23,1,0,7,176,78,58,1
294,0,10,2,0,4,932,467,265,2
357,8,18,2,0,2,1247,950,421,2
311,5,17,5,0,4,169,72,98,2
286,4,17,1,1,8,902,718,346,0
179,6,3,6,0,11,593,328,165,2
56,9,0,2,0,5,109,82,60,1
94,3,5,5,0,10,1379,773,717,0
123,0,0,6,0,8,892,700,355,2
80,3,2,5,0,12,764,398,164,2
163,1,3,4,0,13,1267,914,288,2
330,2,4,3,0,3,1079,643,231,1
347,8,5,6,0,10,1136,662,521,2
265,1,9,1,0,11,1370,1043,726,0
134,5,5,3,0,9,516,409,109,1
69,9,18,1,0,9,518,272,210,2
242,0,5,6,0,13,1120,837,303,0
226,5,17,4,0,9,1439,780,714,0
58,9,2,4,0,8,1431,970,571,2
289,1,16,4,0,8,1368,799,527,2
237,4,20,1,0,3,1218,665,434,2
254,6,16,4,0,6,1155,648,594,2
364,7,22,2,0,11,639,409,147,2
116,6,2,6,0,6,662,388,263,2
333,3,5,6,0,5,802,489,234,2
245,0,2,2,0,11,694,443,312,2
231,3,4,2,0,11,867,448,439,2
345,8,11,4,0,8,161,99,72,1
276,3,8,5,0,13,1321,801,779,0
330,5,18,3,0,11,289,203,136,2
252,9,23,2,0,3,345,162,76,1
213,4,14,5,0,14,612,406,287,2
52,2,11,5,0,9,605,251,295,2
26,9,9,0,0,12,471,367,142,2
242,6,23,6,0,4,1454,875,800,2
360,0,4,5,0,6,597,293,290,2
22,4,4,3,0,6,1034,466,516,2
268,5,7,4,0,6,218,120,70,1
167,1,16,1,0,9,708,502,350,2
19,4,22,0,0,10,1215,842,644,2
18,3,4,6,0,10,163,103,80,1
99,5,20,3,0,3,1342,888,746,2
356,9,3,1,0,10,146,116,32,1
301,1,11,2,0,9,354,270,191,1
332,3,14,5,0,12,1185,759,551,0
125,3,23,1,0,7,364,151,109,1
276,7,16,5,0,6,1095,646,490,2
249,8,20,6,1,5,410,276,148,0
5,4,3,0,0,3,569,363,337,1
327,2,7,0,0,9,185,115,106,2
287,4,0,2,0,12,241,135,128,1
160,7,19,1,0,10,125,82,57,2
201,9,19,0,0,5,244,158,144,2
186,1,17,6,0,8,579,313,148,0
242,0,13,6,0,2,1245,808,401,2
208,4,4,0,0,14,767,416,225,2
213,3,1,5,0,6,447,275,134,1
112,3,13,2,0,2,642,446,143,1
319,8,22,6,0,10,1198,784,317,2
362,9,6,0,0,13,1173,756,634,2
250,3,21,0,1,11,264,204,157,0
140,3,10,2,0,8,453,185,220,2
308,0,13,2,0,13,819,604,293,2
140,9,13,2,0,4,660,432,190,1
80,3,21,5,0,13,1121,707,300,0
262,8,11,5,0,13,1029,483,609,0
39,6,18,6,0,3,1286,678,405,0
39,9,11,6,0,2,1047,617,217,2
334,3,1,0,0,6,721,505,315,1
60,8,7,6,0,11,551,387,241,0
183,0,12,3,0,2,783,515,296,1
185,3,12,5,0,7,744,302,266,2
242,5,4,6,0,13,1484,663,386,0
351,7,10,3,0,2,896,518,219,2
335,6,8,1,0,4,1444,751,503,2
304,3,6,5,1,11,342,175,71,2
262,0,14,5,0,8,405,307,102,2
258,1,20,1,0,12,1029,698,502,0
303,4,5,4,0,13,989,577,472,2
361,8,3,6,0,11,870,618,314,2
235,7,15,6,0,9,1142,908,234,2
148,6,11,3,0,3,1329,944,290,2
265,0,22,1,0,13,1141,511,619,2
197,8,23,3,0,13,776,438,258,2
68,0,1,0,0,6,709,297,214,1
269,3,3,5,0,9,355,266,73,2
134,4,12,3,0,7,172,119,79,1
220,1,5,5,0,4,866,600,288,2
18,8,15,6,0,5,242,155,138,1
170,2,8,4,0,13,1136,837,609,0
269,7,19,5,0,12,263,200,132,0
69,1,5,1,0,6,1035,645,540,2
135,0,0,4,0,8,838,432,430,2
279,2,15,1,0,4,1244,640,256,2
259,2,4,2,0,3,1270,827,687,2
174,0,2,1,0,7,956,443,279,2
198,3,18,4,1,11,1139,524,320,0
218,2,2,3,0,10,1446,773,544,2
