date,station,hour,day_of_week,holiday,train_frequency,passenger_count,entry_count,exit_count,crowd_level
2025-05-12,Secunderabad,13,0,0,13,639,340,137,Medium
2025-04-04,Guntur,3,4,1,12,804,605,207,High
2025-12-29,Nizamabad,13,0,0,4,719,327,427,Low
2025-07-10,Kurnool,6,3,0,11,637,482,291,Medium
2025-01-22,Kurnool,7,2,0,7,383,207,118,Medium
2025-01-12,Nellore,23,6,0,14,236,188,84,Medium
2025-07-04,Hyderabad,16,4,0,9,329,223,78,Low
2025-12-06,Tirupati,0,5,0,6,106,75,52,Low
2025-11-04,Visakhapatnam,13,1,0,5,457,315,128,Low
2025-12-19,Tirupati,2,4,0,4,1252,941,396,Medium
2025-01-04,Guntur,10,5,0,12,1204,816,355,High
2025-09-14,Guntur,22,6,0,8,1426,804,716,High
2025-08-01,Kurnool,15,4,0,4,1206,948,258,Medium
2025-04-27,Hyderabad,10,6,0,3,1048,621,220,Medium
2025-08-09,Nizamabad,2,5,0,11,232,175,56,Medium
2025-04-27,Visakhapatnam,9,6,0,10,592,251,172,Medium
2025-01-08,Hyderabad,8,2,0,14,1080,712,450,High
2025-02-26,Warangal,0,2,0,11,573,413,130,Medium
2025-04-19,Vijayawada,15,5,0,12,700,423,140,Medium
2025-04-23,Kurnool,9,2,0,4,974,698,509,Medium
2025-08-19,Visakhapatnam,16,1,0,12,647,480,159,Medium
2025-10-13,Secunderabad,9,0,0,13,903,494,405,High
2025-11-02,Kurnool,6,6,1,3,1163,752,449,High
2025-04-21,Kurnool,6,0,0,12,668,332,134,Medium
2025-04-17,Vijayawada,8,3,0,3,797,618,398,Medium
2025-03-24,Nizamabad,21,0,0,5,1272,991,456,High
2025-09-30,Kurnool,1,1,0,9,1238,722,563,Medium
2025-06-13,Nizamabad,11,4,1,10,694,446,408,Medium
2025-07-20,Nizamabad,19,6,0,7,518,299,175,Medium
2025-04-03,Visakhapatnam,14,3,1,12,269,162,135,Medium
2025-07-06,Visakhapatnam,0,6,0,6,1040,658,233,Medium
2025-04-19,Guntur,16,5,1,7,436,225,243,Medium
2025-04-25,Guntur,12,4,0,4,388,224,177,Low
2025-11-09,Kurnool,19,6,0,3,1449,1093,666,High
2025-10-29,Tirupati,9,2,0,6,837,605,320,Medium
2025-03-27,Warangal,18,3,0,7,988,599,385,Medium
2025-02-04,Secunderabad,5,1,0,10,1166,542,445,Medium
2025-12-16,Warangal,16,1,0,8,1133,890,400,Medium
2025-02-26,Vijayawada,23,2,0,4,1490,906,641,Medium
2025-01-01,Visakhapatnam,19,2,0,13,101,76,30,Medium
2025-05-15,Nellore,10,3,0,13,1249,612,360,High
2025-03-27,Kurnool,0,3,0,14,1265,557,520,Medium
2025-12-25,Nellore,11,3,0,5,1353,1055,701,Medium
2025-07-06,Hyderabad,20,6,0,8,1057,803,570,High
2025-02-20,Secunderabad,23,3,0,13,581,336,259,Medium
2025-02-19,Tirupati,11,2,0,11,264,193,86,Low
2025-06-06,Secunderabad,3,4,0,8,832,454,421,Medium
2025-01-18,Vijayawada,2,5,0,12,643,457,317,Medium
2025-04-09,Vijayawada,17,2,0,12,1283,863,604,High
2025-09-13,Tirupati,4,5,0,14,559,346,143,Medium
2025-07-20,Warangal,6,6,0,6,946,622,271,Medium
2025-08-11,Warangal,4,0,0,11,1438,860,479,Medium
2025-09-16,Guntur,1,1,0,10,597,365,148,Low
2025-10-04,Tirupati,10,5,0,14,1189,709,617,High
2025-11-25,Visakhapatnam,6,1,1,8,619,249,321,Medium
2025-07-13,Nellore,1,6,0,10,912,464,467,Medium
2025-11-21,Secunderabad,21,4,0,8,193,88,45,Medium
2025-04-02,Secunderabad,23,2,1,6,983,693,386,Medium
2025-06-06,Warangal,4,4,0,5,947,664,299,Low
2025-11-04,Warangal,23,1,0,7,176,78,58,Low
2025-10-22,Guntur,10,2,0,4,932,467,265,Medium
2025-12-24,Visakhapatnam,18,2,0,2,1247,950,421,Medium
2025-11-08,Secunderabad,17,5,0,4,169,72,98,Medium
2025-10-14,Nizamabad,17,1,1,8,902,718,346,High
2025-06-29,Tirupati,3,6,0,11,593,328,165,Medium
2025-02-26,Warangal,0,2,0,5,109,82,60,Low
2025-04-05,Nellore,5,5,0,10,1379,773,717,High
2025-05-04,Guntur,0,6,0,8,892,700,355,Medium
2025-03-22,Nellore,2,5,0,12,764,398,164,Medium
2025-06-13,Hyderabad,3,4,0,13,1267,914,288,Medium
2025-11-27,Kurnool,4,3,0,3,1079,643,231,Low
2025-12-14,Visakhapatnam,5,6,0,10,1136,662,521,Medium
2025-09-23,Hyderabad,9,1,0,11,1370,1043,726,High
2025-05-15,Secunderabad,5,3,0,9,516,409,109,Low
2025-03-11,Warangal,18,1,0,9,518,272,210,Medium
2025-08-31,Guntur,5,6,0,13,1120,837,303,High
2025-08-15,Secunderabad,17,4,0,9,1439,780,714,High
2025-02-28,Warangal,2,4,0,8,1431,970,571,Medium
2025-10-17,Hyderabad,16,4,0,8,1368,799,527,Medium
2025-08-26,Nizamabad,20,1,0,3,1218,665,434,Medium
2025-09-12,Tirupati,16,4,0,6,1155,648,594,Medium
2025-12-31,Vijayawada,22,2,0,11,639,409,147,Medium
2025-04-27,Tirupati,2,6,0,6,662,388,263,Medium
2025-11-30,Nellore,5,6,0,5,802,489,234,Medium
2025-09-03,Guntur,2,2,0,11,694,443,312,Medium
2025-08-20,Nellore,4,2,0,11,867,448,439,Medium
2025-12-12,Visakhapatnam,11,4,0,8,161,99,72,Low
2025-10-04,Nellore,8,5,0,13,1321,801,779,High
2025-11-27,Secunderabad,18,3,0,11,289,203,136,Medium
2025-09-10,Warangal,23,2,0,3,345,162,76,Low
2025-08-02,Nizamabad,14,5,0,14,612,406,287,Medium
2025-02-22,Kurnool,11,5,0,9,605,251,295,Medium
2025-01-27,Warangal,9,0,0,12,471,367,142,Medium
2025-08-31,Tirupati,23,6,0,4,1454,875,800,Medium
2025-12-27,Guntur,4,5,0,6,597,293,290,Medium
2025-01-23,Nizamabad,4,3,0,6,1034,466,516,Medium
2025-09-26,Secunderabad,7,4,0,6,218,120,70,Low
2025-06-17,Hyderabad,16,1,0,9,708,502,350,Medium
2025-01-20,Nizamabad,22,0,0,10,1215,842,644,Medium
2025-01-19,Nellore,4,6,0,10,163,103,80,Low
2025-04-10,Secunderabad,20,3,0,3,1342,888,746,Medium
2025-12-23,Warangal,3,1,0,10,146,116,32,Low
2025-10-29,Hyderabad,11,2,0,9,354,270,191,Low
2025-11-29,Nellore,14,5,0,12,1185,759,551,High
2025-05-06,Nellore,23,1,0,7,364,151,109,Low
2025-10-04,Vijayawada,16,5,0,6,1095,646,490,Medium
2025-09-07,Visakhapatnam,20,6,1,5,410,276,148,High
2025-01-06,Nizamabad,3,0,0,3,569,363,337,Low
2025-11-24,Kurnool,7,0,0,9,185,115,106,Medium
2025-10-15,Nizamabad,0,2,0,12,241,135,128,Low
2025-06-10,Vijayawada,19,1,0,10,125,82,57,Medium
2025-07-21,Warangal,19,0,0,5,244,158,144,Medium
2025-07-06,Hyderabad,17,6,0,8,579,313,148,High
2025-08-31,Guntur,13,6,0,2,1245,808,401,Medium
2025-07-28,Nizamabad,4,0,0,14,767,416,225,Medium
2025-08-02,Nellore,1,5,0,6,447,275,134,Low
2025-04-23,Nellore,13,2,0,2,642,446,143,Low
2025-11-16,Visakhapatnam,22,6,0,10,1198,784,317,Medium
2025-12-29,Warangal,6,0,0,13,1173,756,634,Medium
2025-09-08,Nellore,21,0,1,11,264,204,157,High
2025-05-21,Nellore,10,2,0,8,453,185,220,Medium
2025-11-05,Guntur,13,2,0,13,819,604,293,Medium
2025-05-21,Warangal,13,2,0,4,660,432,190,Low
2025-03-22,Nellore,21,5,0,13,1121,707,300,High
2025-09-20,Visakhapatnam,11,5,0,13,1029,483,609,High
2025-02-09,Tirupati,18,6,0,3,1286,678,405,High
2025-02-09,Warangal,11,6,0,2,1047,617,217,Medium
2025-12-01,Nellore,1,0,0,6,721,505,315,Low
2025-03-02,Visakhapatnam,7,6,0,11,551,387,241,High
2025-07-03,Guntur,12,3,0,2,783,515,296,Low
2025-07-05,Nellore,12,5,0,7,744,302,266,Medium
2025-08-31,Secunderabad,4,6,0,13,1484,663,386,High
2025-12-18,Vijayawada,10,3,0,2,896,518,219,Medium
2025-12-02,Tirupati,8,1,0,4,1444,751,503,Medium
2025-11-01,Nellore,6,5,1,11,342,175,71,Medium
2025-09-20,Guntur,14,5,0,8,405,307,102,Medium
2025-09-16,Hyderabad,20,1,0,12,1029,698,502,High
2025-10-31,Nizamabad,5,4,0,13,989,577,472,Medium
2025-12-28,Visakhapatnam,3,6,0,11,870,618,314,Medium
2025-08-24,Vijayawada,15,6,0,9,1142,908,234,Medium
2025-05-29,Tirupati,11,3,0,3,1329,944,290,Medium
2025-09-23,Guntur,22,1,0,13,1141,511,619,Medium
2025-07-17,Visakhapatnam,23,3,0,13,776,438,258,Medium
2025-03-10,Guntur,1,0,0,6,709,297,214,Low
2025-09-27,Nellore,3,5,0,9,355,266,73,Medium
2025-05-15,Nizamabad,12,3,0,7,172,119,79,Low
2025-08-09,Hyderabad,5,5,0,4,866,600,288,Medium
2025-01-19,Visakhapatnam,15,6,0,5,242,155,138,Low
2025-06-20,Kurnool,8,4,0,13,1136,837,609,High
2025-09-27,Vijayawada,19,5,0,12,263,200,132,High
2025-03-11,Hyderabad,5,1,0,6,1035,645,540,Medium
2025-05-16,Guntur,0,4,0,8,838,432,430,Medium
2025-10-07,Kurnool,15,1,0,4,1244,640,256,Medium
2025-09-17,Kurnool,4,2,0,3,1270,827,687,Medium
2025-06-24,Guntur,2,1,0,7,956,443,279,Medium
2025-07-18,Nellore,18,4,1,11,1139,524,320,High
2025-08-07,Kurnool,2,3,0,10,1446,773,544,Medium
2025-01-02,Kurnool,2,3,0,2,876,607,321,Low
2025-02-16,Secunderabad,8,6,1,2,1425,621,439,High
2025-10-14,Nellore,20,1,0,3,1259,634,282,Medium
2025-06-09,Guntur,6,0,0,13,1307,898,450,Medium
2025-06-04,Nellore,15,2,0,14,767,338,340,Medium
2025-10-04,Kurnool,23,5,1,12,962,524,457,High
2025-12-01,Hyderabad,17,0,1,7,530,335,129,High
2025-06-21,Tirupati,4,5,0,5,511,353,304,Low
2025-11-16,Visakhapatnam,6,6,0,4,674,418,158,Low
2025-01-07,Nellore,11,1,0,14,569,403,311,Medium
2025-07-01,Secunderabad,13,1,0,6,1025,695,460,Medium
2025-08-31,Tirupati,2,6,0,14,540,253,192,Medium
2025-03-31,Warangal,19,0,0,13,751,512,410,High
2025-01-19,Guntur,8,6,0,7,445,304,253,Medium
2025-04-29,Guntur,5,1,0,12,1338,602,512,Medium
2025-11-01,Nellore,19,5,0,8,328,207,122,Medium
2025-05-25,Nellore,22,6,0,2,324,169,120,Low
2025-10-10,Warangal,12,4,0,7,948,614,343,Medium
2025-12-19,Nizamabad,5,4,0,12,709,390,178,Medium
2025-05-30,Secunderabad,13,4,1,8,316,195,141,Medium
2025-02-19,Nizamabad,17,2,0,8,683,469,156,Medium
2025-10-09,Warangal,10,3,0,3,813,483,409,Medium
2025-07-03,Nizamabad,3,3,0,6,1492,1002,544,Medium
2025-11-06,Visakhapatnam,13,3,0,11,368,256,213,Low
2025-03-13,Secunderabad,6,3,0,4,360,209,85,Low
2025-10-09,Guntur,7,3,0,9,139,72,64,Medium
2025-08-08,Kurnool,9,4,0,6,1163,705,574,Medium
2025-06-22,Secunderabad,1,6,0,12,310,203,164,Medium
2025-10-31,Warangal,23,4,1,14,675,446,233,High
2025-10-03,Guntur,12,4,0,7,753,567,430,Low
2025-05-03,Warangal,5,5,0,6,1397,965,588,Medium
2025-10-08,Nizamabad,5,2,0,2,1227,665,700,Low
2025-12-08,Secunderabad,18,0,0,13,1235,547,414,High
2025-01-11,Hyderabad,8,5,1,3,802,330,393,High
2025-07-12,Guntur,15,5,0,9,960,681,541,Medium
2025-04-15,Vijayawada,1,1,0,13,979,463,312,Medium
2025-07-09,Hyderabad,12,2,1,5,1291,706,320,Medium
2025-03-05,Nizamabad,5,2,0,2,164,116,47,Low
2025-11-25,Guntur,17,1,0,14,839,407,248,High
2025-04-04,Hyderabad,22,4,0,10,599,301,278,Low
2025-01-21,Tirupati,4,1,0,8,357,262,129,Low
2025-06-03,Kurnool,5,1,1,7,586,370,144,Medium
2025-11-02,Kurnool,19,6,0,2,1046,441,351,High
2025-12-31,Vijayawada,22,2,0,6,409,188,125,Low
2025-11-24,Tirupati,9,0,0,8,360,229,197,Medium
2025-04-29,Secunderabad,16,1,0,6,256,114,114,Low
2025-11-19,Warangal,21,2,0,10,1062,543,389,High
2025-07-10,Visakhapatnam,16,3,0,3,386,165,175,Low
2025-08-31,Nizamabad,5,6,0,12,584,408,153,Medium
2025-11-02,Guntur,1,6,0,2,964,676,310,Medium
2025-03-04,Nizamabad,12,1,0,5,1380,785,437,Medium
2025-07-04,Tirupati,8,4,0,5,497,315,239,Medium
2025-06-05,Nizamabad,12,3,0,14,907,662,244,Medium
2025-11-12,Hyderabad,0,2,0,13,1019,577,499,Medium
2025-09-22,Nellore,0,0,0,13,739,386,254,Medium
2025-08-16,Nellore,13,5,1,7,563,281,241,Medium
2025-12-01,Hyderabad,7,0,0,12,1221,592,311,High
2025-10-16,Hyderabad,3,3,0,8,1453,1026,304,Medium
2025-10-03,Visakhapatnam,21,4,0,5,262,118,127,Medium
2025-01-27,Vijayawada,19,0,0,10,1461,793,808,High
2025-03-30,Tirupati,1,6,0,6,1198,534,702,Medium
2025-06-01,Hyderabad,8,6,0,2,323,253,171,Medium
2025-06-21,Tirupati,21,5,0,12,495,284,281,High
2025-12-24,Vijayawada,11,2,0,6,777,553,441,Low
2025-11-30,Nizamabad,17,6,0,3,1073,508,318,High
2025-02-07,Secunderabad,7,4,0,6,1462,806,485,High
2025-04-14,Warangal,10,0,0,8,260,201,83,Medium
2025-02-15,Visakhapatnam,9,5,0,14,992,485,258,High
2025-10-24,Guntur,9,4,1,5,863,434,412,High
2025-12-20,Kurnool,20,5,0,10,1138,804,305,High
2025-07-26,Hyderabad,7,5,0,9,955,483,433,High
2025-02-19,Vijayawada,3,2,1,10,988,686,399,High
2025-01-08,Warangal,0,2,0,11,1346,713,805,Medium
2025-05-22,Kurnool,4,3,0,4,1369,820,462,Medium
2025-08-20,Kurnool,15,2,0,10,716,413,184,Medium
2025-06-05,Hyderabad,0,3,0,14,361,169,213,Medium
2025-12-27,Hyderabad,21,5,0,5,259,105,99,Medium
2025-07-15,Secunderabad,22,1,0,10,310,204,185,Low
2025-08-31,Kurnool,18,6,0,3,118,77,61,Medium
2025-06-01,Kurnool,12,6,0,4,1248,927,408,Medium
2025-11-20,Nizamabad,1,3,0,6,465,277,233,Low
2025-03-12,Visakhapatnam,3,2,0,13,1325,616,642,Medium
2025-04-02,Warangal,4,2,0,5,1321,1024,574,Medium
2025-03-16,Kurnool,1,6,0,14,930,517,333,High
2025-08-02,Vijayawada,22,5,0,14,996,770,320,High
2025-06-25,Hyderabad,6,2,0,12,1430,606,579,Medium
2025-08-10,Vijayawada,2,6,0,12,822,562,184,Medium
2025-06-03,Kurnool,23,1,0,4,558,317,202,Low
2025-07-12,Guntur,1,5,0,7,1002,583,438,Medium
2025-03-17,Secunderabad,0,0,0,2,1252,697,743,Medium
2025-08-24,Visakhapatnam,15,6,1,9,1107,663,276,High
2025-01-09,Guntur,0,3,0,9,211,116,122,Low
2025-03-18,Vijayawada,0,1,0,3,1019,443,469,Low
2025-09-17,Kurnool,5,2,0,3,1454,887,319,Medium
2025-01-30,Warangal,23,3,1,9,799,429,375,Medium
2025-09-27,Secunderabad,4,5,0,8,936,411,376,Medium
2025-09-15,Vijayawada,11,0,0,11,1027,663,314,Medium
2025-10-28,Nellore,0,1,0,2,204,132,112,Low
2025-10-03,Hyderabad,6,4,1,3,193,118,60,Low
2025-12-09,Warangal,20,1,0,3,545,372,156,Medium
2025-12-09,Warangal,11,1,0,11,798,387,302,Medium
2025-11-20,Warangal,10,3,0,14,1312,830,359,High
2025-11-11,Vijayawada,20,1,0,2,1340,584,600,Medium
2025-12-31,Tirupati,2,2,0,3,1085,798,534,Low
2025-07-11,Tirupati,1,4,0,9,584,261,144,Low
2025-05-12,Hyderabad,15,0,1,11,1119,550,665,High
2025-07-06,Vijayawada,15,6,0,3,464,328,113,Low
2025-07-03,Nellore,4,3,0,2,341,158,142,Low
2025-11-15,Visakhapatnam,10,5,0,6,1430,986,297,High
2025-10-17,Hyderabad,16,4,0,10,884,448,177,Medium
2025-07-27,Secunderabad,3,6,1,12,943,715,380,High
2025-10-16,Kurnool,17,3,0,12,420,218,208,Medium
2025-03-31,Visakhapatnam,19,0,0,6,809,583,343,Medium
2025-03-23,Secunderabad,13,6,0,12,1022,494,601,Medium
2025-09-27,Tirupati,23,5,0,5,1473,938,304,Medium
2025-12-16,Secunderabad,19,1,0,6,211,146,46,Medium
2025-08-30,Hyderabad,23,5,0,8,441,303,184,Medium
2025-05-19,Nizamabad,10,0,0,6,373,240,89,Medium
2025-05-03,Vijayawada,4,5,0,5,436,295,122,Low
2025-05-02,Tirupati,17,4,0,10,517,305,217,Medium
2025-02-05,Nellore,10,2,0,5,323,255,76,Low
2025-05-21,Nizamabad,13,2,0,3,817,468,446,Low
2025-05-06,Kurnool,4,1,0,5,1443,762,407,Medium
2025-02-27,Kurnool,18,3,0,7,1005,566,599,Medium
2025-10-29,Vijayawada,1,2,0,3,222,123,55,Low
2025-10-09,Nizamabad,18,3,0,7,945,660,198,Medium
2025-06-20,Guntur,3,4,0,5,538,385,304,Low
2025-11-16,Tirupati,14,6,0,10,670,310,311,Medium
2025-08-16,Tirupati,22,5,0,12,1007,586,520,Medium
2025-04-02,Nellore,19,2,0,5,1030,413,328,Medium
2025-03-02,Nellore,3,6,0,12,639,334,239,Medium
2025-11-27,Guntur,18,3,0,8,1134,858,470,High
2025-11-03,Nizamabad,12,0,0,5,1241,754,258,Medium
2025-06-07,Secunderabad,5,5,0,5,566,289,311,Low
2025-04-24,Tirupati,8,3,0,9,285,177,83,Medium
2025-09-24,Visakhapatnam,22,2,0,7,776,390,452,Low
2025-07-28,Guntur,20,0,0,2,817,578,370,Medium
2025-08-05,Guntur,12,1,0,2,923,709,264,Low
2025-08-09,Nizamabad,18,5,0,12,458,240,111,High
2025-02-24,Nellore,21,0,0,8,1200,512,298,High
2025-06-16,Nizamabad,18,0,0,13,1164,808,515,High
2025-12-29,Nizamabad,18,0,0,6,334,221,179,Medium
2025-09-05,Warangal,15,4,0,4,531,212,149,Low
2025-03-28,Hyderabad,12,4,1,3,777,479,234,Medium
2025-05-16,Vijayawada,12,4,1,13,698,323,327,High
2025-12-31,Warangal,0,2,0,6,1410,1000,719,Medium
2025-06-05,Secunderabad,21,3,0,13,1248,723,465,High
2025-05-12,Nizamabad,14,0,0,14,627,323,209,Medium
2025-09-13,Vijayawada,23,5,0,13,1486,925,831,High
2025-06-06,Guntur,17,4,1,6,344,229,170,Medium
2025-04-19,Vijayawada,22,5,0,6,641,316,175,Medium
2025-07-12,Nizamabad,22,5,0,11,995,606,414,Medium
2025-02-09,Vijayawada,2,6,0,8,924,664,234,Medium
2025-05-15,Visakhapatnam,15,3,0,6,1207,757,716,Medium
2025-12-10,Nizamabad,18,2,0,2,641,364,285,Medium
2025-04-29,Guntur,17,1,0,8,1396,695,286,High
2025-02-26,Guntur,6,2,0,3,767,473,349,Low
2025-09-03,Secunderabad,8,2,0,2,398,168,103,Low
2025-08-25,Hyderabad,15,0,0,7,493,268,116,Low
2025-09-04,Nellore,1,3,1,9,1209,888,454,High
2025-07-25,Secunderabad,20,4,1,5,1297,605,460,High
2025-04-06,Secunderabad,12,6,0,14,446,184,149,Medium
2025-01-18,Nellore,21,5,0,5,203,160,83,Medium
2025-07-22,Secunderabad,21,1,0,10,974,670,378,High
2025-08-19,Tirupati,14,1,0,14,538,383,225,Medium
2025-07-16,Secunderabad,10,2,1,7,944,620,194,High
2025-04-04,Nizamabad,21,4,0,10,792,485,432,Medium
2025-12-07,Vijayawada,2,6,0,11,1222,797,390,High
2025-12-14,Hyderabad,23,6,0,9,556,318,173,Medium
2025-07-02,Secunderabad,0,2,1,10,263,199,103,Medium
2025-07-19,Guntur,3,5,0,13,145,78,30,Medium
2025-02-15,Visakhapatnam,11,5,0,10,1073,614,535,Medium
2025-07-10,Kurnool,1,3,0,9,592,464,202,Low
2025-12-14,Warangal,4,6,0,9,1238,920,295,Medium
2025-03-01,Vijayawada,16,5,0,12,1028,786,410,Medium
2025-08-26,Vijayawada,18,1,0,10,376,260,218,Medium
2025-04-01,Nizamabad,7,1,0,6,378,212,113,Medium
2025-08-30,Guntur,1,5,0,2,391,252,169,Low
2025-01-25,Secunderabad,3,5,0,5,1133,508,259,Medium
2025-09-16,Vijayawada,9,1,0,8,366,210,130,Medium
2025-02-16,Nizamabad,12,6,0,9,965,495,303,Medium
2025-10-19,Guntur,23,6,0,14,259,167,91,Medium
2025-02-25,Nellore,11,1,1,11,847,398,483,High
2025-07-24,Tirupati,3,3,0,6,394,309,230,Low
2025-05-26,Guntur,5,0,0,8,556,265,282,Low
2025-11-01,Nizamabad,18,5,0,8,1277,627,543,High
2025-02-26,Nellore,10,2,0,3,602,452,248,Medium
2025-06-17,Nizamabad,18,1,0,2,817,481,270,Medium
2025-04-10,Nellore,5,3,0,10,853,557,366,Medium
2025-08-12,Warangal,11,1,0,7,292,189,86,Low
2025-08-25,Visakhapatnam,12,0,0,3,848,463,472,Low
2025-08-10,Warangal,7,6,0,11,1483,809,821,High
2025-09-21,Guntur,16,6,0,10,1113,747,467,Medium
2025-03-14,Nizamabad,17,4,0,6,1278,927,700,High
2025-08-05,Visakhapatnam,8,1,0,2,1007,604,267,Medium
2025-10-17,Secunderabad,16,4,0,11,1359,694,668,Medium
2025-05-19,Hyderabad,23,0,0,6,936,708,296,Medium
2025-04-11,Tirupati,5,4,0,2,348,155,181,Low
2025-10-05,Visakhapatnam,18,6,0,8,639,436,256,High
2025-05-03,Hyderabad,8,5,0,8,1191,658,269,High
2025-02-01,Tirupati,12,5,0,7,434,333,153,Low
2025-02-18,Nizamabad,14,1,0,13,939,423,553,Medium
2025-10-30,Visakhapatnam,7,3,0,7,444,241,146,Medium
2025-06-09,Tirupati,22,0,0,12,258,129,110,Low
2025-07-08,Warangal,15,1,0,2,592,376,301,Low
2025-10-18,Nizamabad,14,5,0,12,1321,758,280,High
2025-12-02,Guntur,5,1,0,12,1061,636,586,Medium
2025-05-19,Guntur,15,0,0,8,884,374,256,Medium
2025-05-30,Tirupati,0,4,0,13,906,658,252,Medium
2025-06-21,Visakhapatnam,23,5,0,14,106,50,49,Medium
2025-02-21,Visakhapatnam,11,4,1,7,852,356,275,Medium
2025-07-14,Secunderabad,23,0,0,3,905,439,454,Low
2025-11-02,Secunderabad,20,6,0,11,1098,496,492,High
2025-09-20,Hyderabad,12,5,0,12,1053,485,331,High
2025-02-20,Guntur,12,3,1,2,568,345,175,Medium
2025-04-04,Kurnool,20,4,0,6,582,456,211,Medium
2025-09-20,Nellore,11,5,0,7,794,333,431,Medium
2025-05-11,Vijayawada,16,6,0,13,599,297,269,Medium
2025-09-09,Vijayawada,12,1,1,14,985,770,213,High
2025-07-27,Tirupati,4,6,0,5,585,323,343,Low
2025-11-26,Nizamabad,7,2,1,5,480,305,191,Medium
2025-10-05,Secunderabad,10,6,0,11,1084,498,297,High
2025-09-05,Visakhapatnam,21,4,0,10,1189,726,504,High
2025-05-07,Nizamabad,20,2,0,8,370,273,206,Medium
2025-03-18,Guntur,4,1,0,12,1150,806,331,Medium
2025-01-17,Kurnool,1,4,0,8,299,226,157,Low
2025-07-15,Nellore,9,1,0,5,853,458,316,Medium
2025-12-07,Vijayawada,18,6,0,4,897,369,260,High
2025-03-31,Hyderabad,16,0,0,6,1350,608,363,Medium
2025-08-19,Secunderabad,15,1,0,5,834,430,463,Low
2025-01-09,Secunderabad,16,3,0,5,1299,793,436,Medium
2025-06-29,Secunderabad,19,6,0,3,130,101,47,Medium
2025-04-24,Vijayawada,4,3,0,14,375,213,173,Medium
2025-05-01,Nellore,14,3,0,13,977,594,573,Medium
2025-04-24,Guntur,6,3,0,12,1055,613,398,Medium
2025-12-24,Vijayawada,21,2,0,3,497,344,184,Medium
2025-08-12,Tirupati,3,1,0,5,1423,725,588,Medium
2025-04-29,Nizamabad,23,1,1,10,611,313,235,Medium
2025-05-15,Hyderabad,14,3,0,6,237,142,61,Low
2025-03-15,Nellore,21,5,0,9,1066,463,291,High
2025-06-02,Hyderabad,9,0,0,4,125,84,64,Low
2025-09-24,Guntur,20,2,0,14,1303,521,544,High
2025-06-25,Nizamabad,16,2,0,7,806,571,214,Low
2025-08-16,Secunderabad,14,5,0,6,1345,988,549,Medium
2025-11-12,Secunderabad,5,2,0,10,567,280,204,Low
2025-10-30,Guntur,21,3,0,8,773,322,181,Medium
2025-12-13,Vijayawada,21,5,1,6,1150,486,598,High
2025-01-28,Guntur,7,1,1,14,390,220,106,High
2025-02-16,Warangal,3,6,0,6,334,172,80,Low
2025-09-05,Tirupati,19,4,0,3,1356,1053,774,Medium
2025-08-16,Hyderabad,15,5,0,5,558,290,125,Low
2025-04-08,Secunderabad,5,1,0,12,770,322,412,Medium
2025-07-21,Visakhapatnam,1,0,0,11,1358,930,283,Medium
2025-09-09,Visakhapatnam,8,1,0,14,1129,686,368,High
2025-05-26,Guntur,11,0,0,10,694,349,266,Medium
2025-06-29,Nellore,11,6,0,12,1012,524,292,Medium
2025-04-12,Vijayawada,23,5,0,8,526,231,195,Medium
2025-02-03,Kurnool,14,0,0,2,610,283,213,Low
2025-04-12,Nellore,19,5,1,4,899,611,472,High
2025-07-19,Vijayawada,22,5,1,2,248,137,94,Medium
2025-10-25,Guntur,1,5,1,2,593,468,133,Medium
2025-06-24,Kurnool,15,1,0,11,1111,611,572,Medium
2025-07-15,Tirupati,2,1,0,7,845,411,381,Medium
2025-11-20,Nizamabad,8,3,0,5,386,179,199,Low
2025-10-25,Vijayawada,3,5,0,4,1470,1154,303,Medium
2025-12-21,Visakhapatnam,12,6,0,14,1162,871,591,High
2025-06-28,Guntur,21,5,0,14,1279,638,730,High
2025-06-15,Nizamabad,2,6,0,10,709,513,337,Medium
2025-10-10,Kurnool,21,4,0,8,592,429,286,Medium
2025-02-02,Hyderabad,15,6,1,6,374,237,131,Medium
2025-03-09,Nellore,3,6,0,11,312,128,136,Medium
2025-03-21,Nizamabad,18,4,0,4,364,185,201,Medium
2025-10-20,Secunderabad,8,0,0,10,1148,827,535,High
2025-02-14,Vijayawada,9,4,0,14,476,349,261,Medium
2025-06-14,Visakhapatnam,7,5,0,9,542,224,187,Medium
2025-05-19,Secunderabad,20,0,0,3,1242,577,556,Medium
2025-07-06,Vijayawada,2,6,0,10,358,221,113,Medium
2025-04-22,Visakhapatnam,21,1,0,8,585,308,295,Medium
2025-12-30,Nizamabad,21,1,0,10,487,289,249,Medium
2025-09-25,Warangal,19,3,0,13,1152,736,628,High
2025-03-31,Vijayawada,15,0,0,5,930,641,550,Low
2025-11-07,Tirupati,12,4,0,6,1360,876,482,Medium
2025-06-04,Hyderabad,9,2,0,7,213,165,53,Low
2025-12-30,Warangal,9,1,0,8,1165,690,455,High
2025-09-24,Kurnool,9,2,1,13,1268,956,708,High
2025-05-24,Warangal,5,5,0,3,475,299,273,Low
2025-08-27,Tirupati,4,2,0,6,1197,503,401,Medium
2025-05-18,Tirupati,17,6,0,4,1360,835,644,High
2025-03-21,Nizamabad,2,4,0,4,817,379,230,Low
2025-03-10,Secunderabad,3,0,0,2,823,506,444,Low
2025-07-31,Tirupati,20,3,0,8,512,400,111,Medium
