train_id,train_name,source,destination,distance_km,scheduled_departure,weather,temperature,rainfall,station_delay,previous_delay,delay_minutes
TRN1750,Vande Bharat,Secunderabad,Nizamabad,662,18:00,Clear,32,42.68,5.44,3.32,16.27
TRN1751,Krishna Express,Hyderabad,Vijayawada,246,01:00,Rain,38,2.91,4.06,10.4,14.2
TRN1752,Shatabdi Express,Hyderabad,Vijayawada,379,13:00,Cloudy,41,12.18,9.39,0.0,18.99
TRN1753,Duronto Express,Nellore,Chennai,444,11:00,Heavy Rain,35,79.74,7.4,0.0,25.31
TRN1754,Rajdhani Express,Nellore,Chennai,590,02:00,Rain,34,63.62,5.02,6.9,16.3
TRN1755,Garib Rath,Secunderabad,Nizamabad,696,02:00,Cloudy,26,39.24,5.84,6.15,18.85
TRN1756,Krishna Express,Hyderabad,Vijayawada,479,14:00,Cloudy,29,34.93,3.99,2.52,20.18
TRN1757,Shatabdi Express,Vijayawada,Visakhapatnam,362,09:00,Clear,34,1.07,7.58,3.89,21.53
TRN1758,Jan Shatabdi,Kurnool,Hyderabad,271,19:00,Clear,19,51.85,9.1,0.0,21.6
TRN1759,Deccan Express,Hyderabad,Warangal,664,19:00,Rain,18,10.17,9.5,0.0,30.78
TRN1760,Superfast Express,Guntur,Tirupati,132,13:00,Fog,27,15.3,3.89,6.97,10.11
TRN1761,Deccan Express,Vijayawada,Visakhapatnam,601,15:00,Fog,22,73.46,0.0,5.35,21.74
TRN1762,Duronto Express,Kurnool,Hyderabad,472,06:00,Cloudy,40,72.6,5.15,8.66,11.14
TRN1763,Superfast Express,Hyderabad,Warangal,521,00:00,Clear,34,38.3,7.13,3.17,14.05
TRN1764,Jan Shatabdi,Kurnool,Hyderabad,367,21:00,Rain,30,50.1,8.42,2.32,27.49
TRN1765,Shatabdi Express,Hyderabad,Warangal,430,19:00,Clear,20,50.09,5.06,14.93,20.43
TRN1766,Shatabdi Express,Hyderabad,Vijayawada,491,20:00,Heavy Rain,32,65.82,3.05,0.0,34.39
TRN1767,Duronto Express,Hyderabad,Vijayawada,547,01:00,Clear,35,50.34,9.29,15.09,14.07
TRN1768,Superfast Express,Secunderabad,Nizamabad,92,10:00,Heavy Rain,36,64.62,3.82,2.66,27.7
TRN1769,Superfast Express,Vijayawada,Visakhapatnam,571,03:00,Cloudy,34,78.52,3.38,2.42,0.6
TRN1770,Shatabdi Express,Kurnool,Hyderabad,168,16:00,Clear,25,44.79,0.0,16.99,0.0
TRN1771,Jan Shatabdi,Hyderabad,Warangal,582,03:00,Clear,36,37.24,8.62,1.65,18.67
TRN1772,Intercity Express,Nellore,Chennai,248,18:00,Clear,40,35.09,6.3,4.81,22.66
TRN1773,Jan Shatabdi,Vijayawada,Visakhapatnam,102,15:00,Clear,23,11.8,9.72,22.02,20.69
TRN1774,Deccan Express,Kurnool,Hyderabad,92,10:00,Cloudy,39,20.41,5.56,9.02,24.61
TRN1775,Vande Bharat,Nellore,Chennai,583,17:00,Cloudy,18,35.39,5.23,3.77,19.2
TRN1776,Shatabdi Express,Nellore,Chennai,521,14:00,Fog,31,72.45,0.0,8.61,14.51
TRN1777,Garib Rath,Nellore,Chennai,170,06:00,Heavy Rain,18,64.99,6.8,6.17,28.19
TRN1778,Duronto Express,Kurnool,Hyderabad,319,20:00,Clear,28,26.06,0.0,5.5,16.35
TRN1779,Intercity Express,Kurnool,Hyderabad,510,04:00,Clear,19,11.8,1.77,21.23,13.71
TRN1780,Vande Bharat,Secunderabad,Nizamabad,462,08:00,Cloudy,34,74.21,5.58,8.53,26.1
TRN1781,Garib Rath,Nellore,Chennai,680,00:00,Cloudy,27,78.26,4.82,0.0,19.18
TRN1782,Superfast Express,Hyderabad,Vijayawada,445,03:00,Clear,34,3.25,0.0,14.77,7.65
TRN1783,Rajdhani Express,Secunderabad,Nizamabad,125,09:00,Cloudy,33,21.12,5.31,10.42,19.31
TRN1784,Deccan Express,Nellore,Chennai,283,16:00,Cloudy,32,5.44,1.98,3.98,5.94
TRN1785,Krishna Express,Kurnool,Hyderabad,298,11:00,Cloudy,26,15.07,10.16,8.25,14.7
TRN1786,Shatabdi Express,Hyderabad,Vijayawada,565,21:00,Cloudy,33,75.25,0.0,6.01,15.63
TRN1787,Duronto Express,Secunderabad,Nizamabad,226,16:00,Fog,39,56.48,1.89,1.73,10.28
TRN1788,Rajdhani Express,Hyderabad,Vijayawada,245,20:00,Cloudy,30,41.17,11.42,10.22,23.38
TRN1789,Krishna Express,Guntur,Tirupati,151,10:00,Clear,30,9.68,5.21,2.25,21.86
TRN1790,Deccan Express,Hyderabad,Warangal,645,07:00,Rain,40,46.38,0.0,0.0,24.67
TRN1791,Vande Bharat,Nellore,Chennai,463,06:00,Cloudy,33,64.82,0.0,10.04,11.9
TRN1792,Vande Bharat,Hyderabad,Vijayawada,641,16:00,Cloudy,40,37.52,7.66,26.6,27.27
TRN1793,Duronto Express,Hyderabad,Warangal,295,22:00,Clear,24,33.93,0.0,5.54,4.93
TRN1794,Rajdhani Express,Hyderabad,Warangal,146,16:00,Clear,27,49.3,10.24,0.0,10.74
TRN1795,Garib Rath,Guntur,Tirupati,130,20:00,Clear,34,58.74,1.1,12.88,12.44
TRN1796,Vande Bharat,Hyderabad,Warangal,146,04:00,Heavy Rain,18,2.81,0.0,8.75,20.6
TRN1797,Vande Bharat,Nellore,Chennai,496,21:00,Rain,40,44.59,8.14,0.0,26.48
TRN1798,Deccan Express,Vijayawada,Visakhapatnam,306,05:00,Cloudy,26,7.52,0.94,7.46,9.77
TRN1799,Vande Bharat,Nellore,Chennai,413,16:00,Heavy Rain,31,72.12,9.28,9.17,33.43
TRN1800,Jan Shatabdi,Hyderabad,Vijayawada,404,05:00,Clear,33,31.86,6.36,22.64,19.32
TRN1801,Krishna Express,Hyderabad,Vijayawada,558,12:00,Clear,35,4.34,3.43,9.48,8.91
TRN1802,Rajdhani Express,Hyderabad,Vijayawada,327,04:00,Fog,24,8.75,8.36,0.0,17.47
TRN1803,Rajdhani Express,Secunderabad,Nizamabad,176,04:00,Heavy Rain,25,32.39,6.94,8.05,30.43
TRN1804,Krishna Express,Vijayawada,Visakhapatnam,118,21:00,Heavy Rain,18,74.44,2.31,16.27,32.61
TRN1805,Duronto Express,Vijayawada,Visakhapatnam,91,00:00,Rain,20,25.97,8.63,16.9,26.03
TRN1806,Rajdhani Express,Hyderabad,Vijayawada,100,18:00,Rain,39,40.02,8.54,11.45,30.46
TRN1807,Jan Shatabdi,Guntur,Tirupati,151,09:00,Rain,18,4.9,5.55,8.18,22.46
TRN1808,Duronto Express,Hyderabad,Warangal,166,18:00,Cloudy,41,52.96,8.24,23.46,24.9
TRN1809,Deccan Express,Hyderabad,Vijayawada,490,12:00,Clear,41,2.29,0.0,16.81,8.41
TRN1810,Superfast Express,Hyderabad,Vijayawada,245,21:00,Clear,37,43.38,0.0,11.13,10.35
TRN1811,Duronto Express,Hyderabad,Warangal,506,15:00,Cloudy,18,53.74,5.38,0.75,9.41
TRN1812,Rajdhani Express,Secunderabad,Nizamabad,202,00:00,Clear,23,75.52,12.05,4.67,20.63
TRN1813,Krishna Express,Hyderabad,Vijayawada,585,04:00,Clear,36,14.13,8.45,9.2,22.59
TRN1814,Intercity Express,Hyderabad,Vijayawada,516,15:00,Heavy Rain,23,37.83,0.13,8.79,22.31
TRN1815,Vande Bharat,Secunderabad,Nizamabad,655,12:00,Heavy Rain,22,7.38,1.58,16.99,25.78
TRN1816,Deccan Express,Hyderabad,Vijayawada,108,06:00,Cloudy,30,48.26,10.91,5.78,16.77
TRN1817,Rajdhani Express,Secunderabad,Nizamabad,645,09:00,Cloudy,33,3.7,0.25,3.82,21.04
TRN1818,Intercity Express,Guntur,Tirupati,640,08:00,Cloudy,41,1.6,10.15,9.18,34.01
TRN1819,Superfast Express,Hyderabad,Warangal,544,11:00,Rain,30,57.7,5.79,6.63,23.86
TRN1820,Garib Rath,Hyderabad,Vijayawada,621,08:00,Cloudy,36,51.42,6.97,13.25,30.04
TRN1821,Superfast Express,Hyderabad,Warangal,289,23:00,Cloudy,27,59.95,14.28,12.22,20.43
TRN1822,Jan Shatabdi,Vijayawada,Visakhapatnam,410,10:00,Clear,23,57.52,4.84,19.24,26.52
TRN1823,Shatabdi Express,Hyderabad,Warangal,371,10:00,Fog,26,36.95,8.62,0.95,37.94
TRN1824,Jan Shatabdi,Guntur,Tirupati,418,14:00,Clear,36,1.27,7.24,6.1,11.31
TRN1825,Jan Shatabdi,Guntur,Tirupati,244,22:00,Clear,19,34.07,5.13,10.12,13.22
TRN1826,Superfast Express,Nellore,Chennai,127,22:00,Clear,40,37.02,5.98,4.49,10.97
TRN1827,Superfast Express,Hyderabad,Vijayawada,415,05:00,Cloudy,36,53.22,5.72,2.88,15.06
TRN1828,Superfast Express,Hyderabad,Warangal,513,08:00,Clear,37,59.33,2.09,15.29,16.28
TRN1829,Deccan Express,Guntur,Tirupati,243,08:00,Heavy Rain,23,19.78,1.62,14.18,34.57
TRN1830,Superfast Express,Secunderabad,Nizamabad,267,06:00,Cloudy,39,30.24,0.07,10.11,6.6
TRN1831,Intercity Express,Secunderabad,Nizamabad,101,00:00,Clear,22,26.74,5.11,8.15,0.0
TRN1832,Superfast Express,Guntur,Tirupati,360,11:00,Clear,25,23.49,9.64,15.51,18.22
TRN1833,Garib Rath,Hyderabad,Vijayawada,460,00:00,Clear,20,74.72,3.26,5.44,11.75
TRN1834,Jan Shatabdi,Nellore,Chennai,560,15:00,Rain,22,78.91,8.38,2.98,20.8
TRN1835,Garib Rath,Kurnool,Hyderabad,427,17:00,Clear,20,19.14,12.21,0.0,11.2
TRN1836,Garib Rath,Hyderabad,Warangal,432,06:00,Heavy Rain,28,50.48,0.0,8.39,25.12
TRN1837,Jan Shatabdi,Vijayawada,Visakhapatnam,645,20:00,Heavy Rain,29,75.53,7.84,0.0,29.92
TRN1838,Intercity Express,Secunderabad,Nizamabad,254,00:00,Clear,39,55.35,3.42,14.75,10.64
TRN1839,Shatabdi Express,Vijayawada,Visakhapatnam,604,02:00,Clear,41,65.66,9.49,10.71,15.66
TRN1840,Duronto Express,Hyderabad,Vijayawada,377,08:00,Clear,25,40.98,4.93,9.46,16.21
TRN1841,Jan Shatabdi,Secunderabad,Nizamabad,311,08:00,Heavy Rain,40,4.43,0.0,15.16,27.12
TRN1842,Jan Shatabdi,Vijayawada,Visakhapatnam,343,10:00,Rain,25,71.37,0.0,24.04,35.52
TRN1843,Rajdhani Express,Guntur,Tirupati,83,19:00,Clear,28,7.51,16.2,11.84,34.77
TRN1844,Rajdhani Express,Kurnool,Hyderabad,180,15:00,Cloudy,34,40.29,4.82,6.14,16.56
TRN1845,Intercity Express,Hyderabad,Warangal,363,06:00,Rain,26,31.93,0.0,0.0,14.98
TRN1846,Jan Shatabdi,Secunderabad,Nizamabad,206,11:00,Clear,41,23.38,2.29,12.06,13.37
TRN1847,Shatabdi Express,Kurnool,Hyderabad,80,16:00,Clear,40,37.83,1.81,10.05,8.38
TRN1848,Intercity Express,Guntur,Tirupati,130,16:00,Clear,18,8.46,4.76,2.62,8.09
TRN1849,Duronto Express,Nellore,Chennai,435,04:00,Clear,41,2.99,1.07,7.02,16.06
TRN1850,Deccan Express,Hyderabad,Vijayawada,576,23:00,Clear,29,58.31,8.35,6.9,18.1
TRN1851,Duronto Express,Hyderabad,Warangal,542,14:00,Clear,20,66.12,6.92,18.22,22.2
TRN1852,Garib Rath,Hyderabad,Warangal,194,20:00,Clear,28,73.19,5.62,0.55,6.71
TRN1853,Deccan Express,Vijayawada,Visakhapatnam,668,14:00,Rain,22,16.88,0.84,12.89,25.47
TRN1854,Shatabdi Express,Secunderabad,Nizamabad,517,07:00,Rain,26,54.95,3.74,9.41,30.74
TRN1855,Rajdhani Express,Hyderabad,Vijayawada,273,01:00,Cloudy,36,36.43,8.84,15.89,12.13
TRN1856,Duronto Express,Secunderabad,Nizamabad,593,23:00,Cloudy,19,67.15,8.91,22.52,22.71
TRN1857,Shatabdi Express,Guntur,Tirupati,207,22:00,Clear,23,49.42,8.83,7.26,18.74
TRN1858,Duronto Express,Vijayawada,Visakhapatnam,108,08:00,Clear,31,17.09,4.97,0.0,19.72
TRN1859,Deccan Express,Secunderabad,Nizamabad,552,20:00,Clear,35,21.52,5.58,17.5,23.85
TRN1860,Krishna Express,Vijayawada,Visakhapatnam,105,14:00,Clear,18,8.06,2.4,6.99,5.58
TRN1861,Vande Bharat,Hyderabad,Warangal,215,03:00,Cloudy,39,44.15,0.0,13.14,1.1
TRN1862,Vande Bharat,Guntur,Tirupati,433,10:00,Clear,19,54.87,4.06,4.41,20.89
TRN1863,Rajdhani Express,Guntur,Tirupati,121,22:00,Clear,26,59.1,4.49,14.69,1.71
TRN1864,Intercity Express,Vijayawada,Visakhapatnam,415,03:00,Clear,30,35.47,8.57,10.5,17.18
TRN1865,Superfast Express,Secunderabad,Nizamabad,153,00:00,Clear,29,31.11,0.0,11.07,12.76
TRN1866,Garib Rath,Vijayawada,Visakhapatnam,605,15:00,Rain,27,53.07,4.85,0.0,15.25
TRN1867,Jan Shatabdi,Hyderabad,Vijayawada,482,15:00,Cloudy,33,23.2,1.48,10.08,7.17
TRN1868,Krishna Express,Hyderabad,Vijayawada,140,03:00,Clear,26,45.37,8.69,0.54,20.86
TRN1869,Duronto Express,Nellore,Chennai,212,03:00,Cloudy,39,32.33,4.1,14.99,12.4
TRN1870,Vande Bharat,Secunderabad,Nizamabad,457,05:00,Clear,41,62.5,4.62,0.0,6.48
TRN1871,Rajdhani Express,Secunderabad,Nizamabad,211,07:00,Heavy Rain,41,56.52,9.39,7.99,39.19
TRN1872,Garib Rath,Hyderabad,Warangal,305,16:00,Cloudy,32,7.3,1.86,18.73,19.25
TRN1873,Krishna Express,Hyderabad,Warangal,87,00:00,Rain,38,4.51,3.39,13.05,10.71
TRN1874,Krishna Express,Guntur,Tirupati,89,05:00,Clear,22,9.62,5.46,3.27,2.79
TRN1875,Superfast Express,Secunderabad,Nizamabad,495,23:00,Cloudy,23,0.23,10.64,4.59,21.95
TRN1876,Deccan Express,Vijayawada,Visakhapatnam,345,19:00,Fog,33,1.27,4.63,0.0,28.06
TRN1877,Duronto Express,Vijayawada,Visakhapatnam,191,18:00,Clear,29,58.13,3.01,3.31,8.23
TRN1878,Deccan Express,Vijayawada,Visakhapatnam,138,14:00,Cloudy,23,0.36,3.09,9.96,2.64
TRN1879,Garib Rath,Hyderabad,Warangal,148,03:00,Clear,20,56.81,0.0,1.55,0.0
TRN1880,Garib Rath,Hyderabad,Warangal,526,02:00,Rain,35,16.34,7.64,5.34,18.76
TRN1881,Garib Rath,Nellore,Chennai,238,11:00,Clear,29,25.59,11.59,18.63,26.82
TRN1882,Duronto Express,Nellore,Chennai,413,10:00,Clear,27,70.86,4.66,0.92,18.95
TRN1883,Superfast Express,Kurnool,Hyderabad,432,01:00,Clear,26,2.01,8.37,12.23,16.2
TRN1884,Krishna Express,Vijayawada,Visakhapatnam,604,11:00,Cloudy,27,34.96,6.1,7.02,17.34
TRN1885,Garib Rath,Secunderabad,Nizamabad,219,02:00,Fog,39,2.27,6.94,11.86,27.38
TRN1886,Garib Rath,Guntur,Tirupati,336,11:00,Rain,36,27.02,0.94,9.96,4.59
TRN1887,Krishna Express,Hyderabad,Warangal,673,12:00,Heavy Rain,20,31.66,7.96,5.16,34.22
TRN1888,Duronto Express,Kurnool,Hyderabad,552,23:00,Clear,31,56.93,6.7,12.51,12.9
TRN1889,Superfast Express,Guntur,Tirupati,119,06:00,Clear,23,34.29,5.74,0.75,0.99
TRN1890,Superfast Express,Hyderabad,Warangal,608,17:00,Cloudy,28,13.09,2.06,11.64,20.51
TRN1891,Duronto Express,Hyderabad,Vijayawada,665,16:00,Clear,23,27.84,4.71,14.84,15.65
TRN1892,Intercity Express,Secunderabad,Nizamabad,292,03:00,Rain,23,77.43,9.07,6.91,26.17
TRN1893,Shatabdi Express,Hyderabad,Vijayawada,300,19:00,Cloudy,32,43.05,0.0,6.04,13.42
TRN1894,Jan Shatabdi,Hyderabad,Warangal,609,12:00,Clear,36,5.33,0.0,9.64,14.91
TRN1895,Intercity Express,Guntur,Tirupati,683,12:00,Cloudy,36,76.5,2.11,11.83,16.17
TRN1896,Superfast Express,Hyderabad,Warangal,300,23:00,Rain,22,39.92,2.24,8.95,18.65
TRN1897,Krishna Express,Nellore,Chennai,579,05:00,Clear,38,5.32,5.02,7.36,16.69
TRN1898,Krishna Express,Guntur,Tirupati,331,07:00,Cloudy,33,59.67,8.06,4.45,13.94
TRN1899,Krishna Express,Kurnool,Hyderabad,533,03:00,Clear,22,0.13,4.92,0.0,5.04
TRN1900,Duronto Express,Kurnool,Hyderabad,554,19:00,Clear,38,4.24,3.65,0.0,16.38
TRN1901,Vande Bharat,Nellore,Chennai,221,07:00,Clear,18,62.85,2.0,10.36,14.18
TRN1902,Deccan Express,Kurnool,Hyderabad,498,23:00,Fog,25,59.43,12.27,15.64,36.63
TRN1903,Intercity Express,Kurnool,Hyderabad,324,20:00,Clear,32,23.59,3.21,0.0,12.88
TRN1904,Krishna Express,Nellore,Chennai,432,20:00,Clear,39,39.2,4.62,6.65,13.86
TRN1905,Duronto Express,Secunderabad,Nizamabad,426,11:00,Clear,25,41.11,2.39,4.15,7.05
TRN1906,Superfast Express,Secunderabad,Nizamabad,556,00:00,Fog,21,34.12,6.07,9.1,29.56
TRN1907,Intercity Express,Vijayawada,Visakhapatnam,325,05:00,Clear,38,28.81,4.5,15.03,12.68
TRN1908,Garib Rath,Vijayawada,Visakhapatnam,178,19:00,Clear,30,36.19,0.58,0.0,7.34
TRN1909,Intercity Express,Kurnool,Hyderabad,105,09:00,Clear,26,42.39,11.33,0.0,14.61
TRN1910,Garib Rath,Hyderabad,Vijayawada,633,14:00,Clear,31,71.01,0.0,15.34,12.14
TRN1911,Superfast Express,Guntur,Tirupati,565,23:00,Cloudy,24,26.83,7.02,11.7,17.07
TRN1912,Krishna Express,Guntur,Tirupati,543,14:00,Clear,21,61.76,4.25,5.33,13.33
TRN1913,Deccan Express,Secunderabad,Nizamabad,648,23:00,Rain,28,43.36,0.0,5.25,9.31
TRN1914,Duronto Express,Kurnool,Hyderabad,593,13:00,Heavy Rain,38,21.44,0.0,16.31,22.35
TRN1915,Deccan Express,Guntur,Tirupati,617,17:00,Rain,26,8.47,6.48,4.59,28.21
TRN1916,Shatabdi Express,Hyderabad,Warangal,491,02:00,Rain,41,72.58,10.67,10.08,33.28
TRN1917,Garib Rath,Hyderabad,Vijayawada,600,16:00,Cloudy,20,0.11,11.61,7.87,23.09
TRN1918,Deccan Express,Nellore,Chennai,478,08:00,Cloudy,27,70.2,5.29,13.77,24.92
TRN1919,Vande Bharat,Vijayawada,Visakhapatnam,393,18:00,Clear,25,78.49,5.29,19.33,19.88
TRN1920,Deccan Express,Hyderabad,Warangal,643,01:00,Rain,24,34.44,6.11,0.0,18.74
TRN1921,Vande Bharat,Nellore,Chennai,207,12:00,Clear,28,44.46,5.03,12.68,10.96
TRN1922,Superfast Express,Secunderabad,Nizamabad,303,04:00,Cloudy,26,42.9,8.3,0.0,6.28
TRN1923,Jan Shatabdi,Hyderabad,Vijayawada,651,11:00,Cloudy,29,33.02,6.77,0.0,11.93
TRN1924,Duronto Express,Kurnool,Hyderabad,553,15:00,Fog,19,34.7,0.0,4.74,17.07
TRN1925,Duronto Express,Hyderabad,Warangal,343,13:00,Cloudy,23,13.74,4.63,8.21,25.19
TRN1926,Shatabdi Express,Kurnool,Hyderabad,134,15:00,Cloudy,36,56.79,8.21,0.0,11.99
TRN1927,Duronto Express,Secunderabad,Nizamabad,412,10:00,Clear,32,31.57,1.91,20.09,16.69
TRN1928,Jan Shatabdi,Vijayawada,Visakhapatnam,432,11:00,Clear,18,21.1,9.19,8.08,15.52
TRN1929,Vande Bharat,Vijayawada,Visakhapatnam,658,06:00,Cloudy,37,33.25,0.0,4.06,15.22
TRN1930,Vande Bharat,Nellore,Chennai,187,04:00,Heavy Rain,32,53.92,7.25,12.11,24.1
TRN1931,Rajdhani Express,Vijayawada,Visakhapatnam,639,20:00,Rain,36,67.62,12.73,9.8,36.0
TRN1932,Vande Bharat,Secunderabad,Nizamabad,365,11:00,Rain,36,32.3,9.12,3.78,16.51
TRN1933,Superfast Express,Vijayawada,Visakhapatnam,535,19:00,Clear,24,38.45,0.9,7.02,8.31
TRN1934,Shatabdi Express,Kurnool,Hyderabad,381,14:00,Clear,36,2.46,2.65,17.54,15.94
TRN1935,Garib Rath,Hyderabad,Warangal,254,18:00,Cloudy,22,15.75,7.34,11.41,17.6
TRN1936,Intercity Express,Kurnool,Hyderabad,488,21:00,Cloudy,32,9.09,2.66,3.69,20.07
TRN1937,Duronto Express,Vijayawada,Visakhapatnam,314,21:00,Clear,22,10.17,0.34,5.49,8.24
TRN1938,Intercity Express,Nellore,Chennai,603,22:00,Rain,33,77.9,1.44,13.13,16.83
TRN1939,Krishna Express,Nellore,Chennai,131,19:00,Clear,30,34.87,3.67,7.77,13.63
TRN1940,Shatabdi Express,Vijayawada,Visakhapatnam,340,15:00,Clear,23,50.2,4.44,0.0,3.36
TRN1941,Superfast Express,Vijayawada,Visakhapatnam,547,14:00,Cloudy,36,39.41,1.34,5.08,17.21
TRN1942,Duronto Express,Nellore,Chennai,93,04:00,Cloudy,19,9.83,6.31,4.99,6.04
TRN1943,Vande Bharat,Hyderabad,Vijayawada,499,06:00,Cloudy,20,18.95,0.0,14.55,11.84
TRN1944,Intercity Express,Hyderabad,Vijayawada,388,18:00,Clear,23,40.92,0.77,26.67,21.71
TRN1945,Garib Rath,Hyderabad,Vijayawada,248,19:00,Clear,21,19.35,5.92,8.86,14.93
TRN1946,Garib Rath,Vijayawada,Visakhapatnam,116,16:00,Cloudy,40,11.53,12.78,7.21,22.03
TRN1947,Superfast Express,Kurnool,Hyderabad,610,13:00,Cloudy,24,19.1,6.85,11.84,21.91
TRN1948,Garib Rath,Kurnool,Hyderabad,82,22:00,Cloudy,30,17.94,8.22,0.0,11.85
TRN1949,Krishna Express,Kurnool,Hyderabad,686,12:00,Rain,30,35.43,4.91,7.59,24.16
TRN1950,Intercity Express,Nellore,Chennai,699,14:00,Clear,21,31.64,8.85,10.22,18.74
TRN1951,Jan Shatabdi,Guntur,Tirupati,600,08:00,Clear,18,6.01,4.36,11.69,23.24
TRN1952,Duronto Express,Vijayawada,Visakhapatnam,450,15:00,Cloudy,25,8.93,5.31,6.39,9.86
TRN1953,Jan Shatabdi,Nellore,Chennai,213,09:00,Clear,34,41.13,4.14,16.77,24.9
TRN1954,Garib Rath,Hyderabad,Vijayawada,351,05:00,Rain,40,47.4,15.26,5.15,31.79
TRN1955,Duronto Express,Kurnool,Hyderabad,305,05:00,Cloudy,35,51.48,0.0,1.47,0.0
TRN1956,Shatabdi Express,Nellore,Chennai,101,22:00,Clear,40,17.21,1.87,0.0,4.63
TRN1957,Jan Shatabdi,Vijayawada,Visakhapatnam,342,05:00,Clear,21,2.13,0.0,10.17,12.05
TRN1958,Deccan Express,Hyderabad,Warangal,329,20:00,Cloudy,34,47.35,2.45,11.4,24.74
TRN1959,Jan Shatabdi,Hyderabad,Vijayawada,659,14:00,Clear,37,13.46,9.09,17.53,18.69
TRN1960,Deccan Express,Hyderabad,Vijayawada,455,15:00,Cloudy,29,55.72,10.88,11.91,21.57
TRN1961,Rajdhani Express,Secunderabad,Nizamabad,352,02:00,Clear,36,54.38,13.21,14.76,20.49
TRN1962,Duronto Express,Vijayawada,Visakhapatnam,559,04:00,Clear,29,57.99,9.96,21.98,20.41
TRN1963,Vande Bharat,Hyderabad,Vijayawada,584,19:00,Clear,22,46.36,1.49,0.0,12.45
TRN1964,Intercity Express,Hyderabad,Vijayawada,429,13:00,Clear,27,21.8,4.49,7.69,16.21
TRN1965,Duronto Express,Hyderabad,Warangal,121,01:00,Cloudy,23,29.45,1.17,2.28,3.77
TRN1966,Krishna Express,Secunderabad,Nizamabad,543,21:00,Rain,30,50.73,5.19,0.0,16.75
TRN1967,Deccan Express,Hyderabad,Warangal,105,20:00,Cloudy,21,79.34,4.17,11.24,19.8
TRN1968,Jan Shatabdi,Nellore,Chennai,125,22:00,Cloudy,32,68.21,4.33,4.3,14.71
TRN1969,Superfast Express,Kurnool,Hyderabad,581,12:00,Fog,26,68.61,5.43,0.0,22.46
TRN1970,Superfast Express,Kurnool,Hyderabad,369,15:00,Cloudy,32,57.81,2.0,3.77,4.79
TRN1971,Rajdhani Express,Hyderabad,Warangal,382,12:00,Clear,30,68.32,3.47,7.3,11.08
TRN1972,Superfast Express,Kurnool,Hyderabad,548,19:00,Clear,40,41.57,1.56,8.91,22.81
TRN1973,Shatabdi Express,Kurnool,Hyderabad,593,23:00,Clear,18,34.62,0.0,7.64,12.7
TRN1974,Shatabdi Express,Hyderabad,Vijayawada,141,11:00,Fog,25,44.05,7.51,3.83,14.63
TRN1975,Vande Bharat,Kurnool,Hyderabad,239,00:00,Heavy Rain,28,33.26,11.3,13.31,34.58
TRN1976,Duronto Express,Vijayawada,Visakhapatnam,253,00:00,Rain,40,25.83,11.69,24.57,29.54
TRN1977,Krishna Express,Vijayawada,Visakhapatnam,660,09:00,Cloudy,41,50.63,6.1,0.0,20.29
TRN1978,Rajdhani Express,Vijayawada,Visakhapatnam,432,03:00,Clear,28,52.49,7.18,3.41,8.68
TRN1979,Garib Rath,Vijayawada,Visakhapatnam,280,05:00,Cloudy,36,26.68,4.93,0.0,10.83
TRN1980,Superfast Express,Hyderabad,Vijayawada,444,20:00,Clear,31,68.43,0.0,2.02,8.68
TRN1981,Krishna Express,Kurnool,Hyderabad,386,15:00,Cloudy,33,3.82,3.17,5.03,13.2
TRN1982,Deccan Express,Nellore,Chennai,199,18:00,Clear,26,76.31,1.0,11.06,15.02
TRN1983,Superfast Express,Guntur,Tirupati,397,19:00,Clear,31,45.64,4.67,12.54,17.32
TRN1984,Shatabdi Express,Hyderabad,Vijayawada,580,13:00,Cloudy,39,63.35,14.81,13.84,28.82
TRN1985,Deccan Express,Hyderabad,Vijayawada,476,02:00,Cloudy,28,26.35,8.5,8.55,19.41
TRN1986,Vande Bharat,Secunderabad,Nizamabad,90,05:00,Clear,26,9.63,1.66,9.64,4.96
TRN1987,Jan Shatabdi,Hyderabad,Warangal,551,10:00,Clear,37,8.04,12.87,7.73,34.47
TRN1988,Shatabdi Express,Kurnool,Hyderabad,293,20:00,Clear,31,21.49,0.77,16.83,16.96
TRN1989,Jan Shatabdi,Kurnool,Hyderabad,190,14:00,Rain,37,28.55,8.31,2.78,10.81
TRN1990,Superfast Express,Hyderabad,Vijayawada,207,18:00,Clear,22,76.59,2.1,0.54,7.62
TRN1991,Superfast Express,Secunderabad,Nizamabad,470,15:00,Clear,22,64.84,5.15,8.85,13.52
TRN1992,Garib Rath,Nellore,Chennai,127,09:00,Rain,31,48.74,8.91,23.71,32.35
TRN1993,Rajdhani Express,Secunderabad,Nizamabad,476,13:00,Cloudy,18,45.21,5.97,10.11,16.62
TRN1994,Superfast Express,Secunderabad,Nizamabad,175,01:00,Rain,34,31.78,0.0,2.08,4.45
TRN1995,Vande Bharat,Hyderabad,Vijayawada,259,23:00,Clear,41,62.86,4.39,11.3,14.1
TRN1996,Rajdhani Express,Secunderabad,Nizamabad,673,02:00,Clear,34,78.19,0.0,5.65,10.42
TRN1997,Intercity Express,Kurnool,Hyderabad,382,15:00,Heavy Rain,22,16.9,5.84,8.41,26.44
TRN1998,Duronto Express,Secunderabad,Nizamabad,522,08:00,Rain,33,79.87,0.0,12.01,26.61
TRN1999,Garib Rath,Nellore,Chennai,223,18:00,Clear,25,70.11,7.13,11.2,20.69
